year,national,region_id,state_id,station_id,Ridership
2005,US,Midwest,Missouri,"Kansas City, Missouri",58907.0
2005,US,Midwest,Missouri,"Kirkwood, Missouri",22056.0
2005,US,Midwest,Missouri,"La Plata, Missouri",4109.0
2005,US,Midwest,Missouri,"Lee’s Summit, Missouri",10122.0
2005,US,Midwest,Missouri,"Poplar Bluff, Missouri",1466.0
2005,US,Midwest,Missouri,"Sedalia, Missouri",4904.0
2005,US,Midwest,Missouri,"St. Louis, Missouri",88189.0
2005,US,Midwest,Missouri,"Warrensburg, Missouri",5026.0
2005,US,Midwest,Missouri,"Washington, Missouri",5096.0
2005,US,Midwest,Nebraska,"Hastings, Nebraska",1947.0
2005,US,Midwest,Nebraska,"Holdrege, Nebraska",925.0
2005,US,Midwest,Nebraska,"Lincoln, Nebraska",5292.0
2005,US,Midwest,Nebraska,"McCook, Nebraska",1348.0
2005,US,Midwest,Nebraska,"Omaha, Nebraska",12640.0
2005,US,Midwest,North Dakota,"Devils Lake, North Dakota",3017.0
2005,US,Midwest,North Dakota,"Fargo, North Dakota",9191.0
2005,US,Midwest,North Dakota,"Grand Forks, North Dakota",8918.0
2005,US,Midwest,North Dakota,"Minot, North Dakota",16816.0
2005,US,Midwest,North Dakota,"Rugby, North Dakota",3122.0
2005,US,Midwest,North Dakota,"Stanley, North Dakota",1273.0
2005,US,Midwest,North Dakota,"Williston, North Dakota",9810.0
2005,US,Midwest,Ohio,"Akron, Ohio",1333.0
2005,US,Midwest,Ohio,"Alliance, Ohio",1445.0
2005,US,Midwest,Ohio,"Bryan, Ohio",3250.0
2005,US,Midwest,Ohio,"Cincinnati, Ohio",6415.0
2005,US,Midwest,Ohio,"Cleveland, Ohio",16382.0
2005,US,Midwest,Ohio,"Elyria, Ohio",1395.0
2005,US,Midwest,Ohio,"Fostoria, Ohio",334.0
2005,US,Midwest,Ohio,"Hamilton, Ohio",676.0
2005,US,Midwest,Ohio,"Sandusky, Ohio",2340.0
2005,US,Midwest,Ohio,"Toledo, Ohio",28153.0
2005,US,Midwest,Ohio,"Youngstown, Ohio",829.0
2005,US,Midwest,Wisconsin,"Columbus, Wisconsin",7344.0
2005,US,Midwest,Wisconsin,"La Crosse, Wisconsin",11598.0
2005,US,Midwest,Wisconsin,"Milwaukee Airport, Wisconsin",16062.0
2005,US,Midwest,Wisconsin,"Milwaukee, Wisconsin",238850.0
2005,US,Midwest,Wisconsin,"Portage, Wisconsin",3101.0
2005,US,Midwest,Wisconsin,"Sturtevant, Wisconsin",25616.0
2005,US,Midwest,Wisconsin,"Tomah, Wisconsin",3844.0
2005,US,Midwest,Wisconsin,"Wisconsin Dells, Wisconsin",5383.0
2005,US,Northeast,Connecticut,"Berlin, Connecticut",11699.0
2005,US,Northeast,Connecticut,"Bridgeport, Connecticut",27818.0
2005,US,Northeast,Connecticut,"Hartford, Connecticut",79467.0
2005,US,Northeast,Connecticut,"Meriden, Connecticut",13131.0
2005,US,Northeast,Connecticut,"Mystic, Connecticut",7380.0
2005,US,Northeast,Connecticut,"New Haven, Connecticut",327178.0
2005,US,Northeast,Connecticut,"New London, Connecticut",73731.0
2005,US,Northeast,Connecticut,"Old Saybrook, Connecticut",28248.0
2005,US,Northeast,Connecticut,"Stamford, Connecticut",141723.0
2005,US,Northeast,Connecticut,"Wallingford, Connecticut",5284.0
2005,US,Northeast,Connecticut,"Windsor Locks, Connecticut",5437.0
2005,US,Northeast,Connecticut,"Windsor, Connecticut",4103.0
2005,US,Northeast,Maine,"Old Orchard Beach, Maine",3662.0
2005,US,Northeast,Maine,"Portland, Maine",58670.0
2005,US,Northeast,Maine,"Saco-Biddeford, Maine",10745.0
2005,US,Northeast,Maine,"Wells, Maine",14375.0
2005,US,Northeast,Massachusetts,"Amherst, Massachusetts",4464.0
2005,US,Northeast,Massachusetts,"Boston-Back Bay, Massachusetts",632173.0
2005,US,Northeast,Massachusetts,"Boston-North Station, Massachusetts",117358.0
2005,US,Northeast,Massachusetts,"Framingham, Massachusetts",896.0
2005,US,Northeast,Massachusetts,"Haverhill, Massachusetts",6886.0
2005,US,Northeast,Massachusetts,"Pittsfield, Massachusetts",1920.0
2005,US,Northeast,Massachusetts,"Route 128 (Boston), Massachusetts",160640.0
2005,US,Northeast,Massachusetts,"Springfield, Massachusetts",54162.0
2005,US,Northeast,Massachusetts,"Woburn, Massachusetts",4529.0
2005,US,Northeast,Massachusetts,"Worcester, Massachusetts",3179.0
2005,US,Northeast,New Hampshire,"Claremont, New Hampshire",716.0
2005,US,Northeast,New Hampshire,"Dover, New Hampshire",14574.0
2005,US,Northeast,New Hampshire,"Durham-UNH, New Hampshire",17621.0
2005,US,Northeast,New Hampshire,"Exeter, New Hampshire",26546.0
2005,US,Northeast,New Jersey,"Metropark, New Jersey",180400.0
2005,US,Northeast,New Jersey,"New Brunswick, New Jersey",70325.0
2005,US,Northeast,New Jersey,"Newark Airport, New Jersey",37033.0
2005,US,Northeast,New Jersey,"Newark, New Jersey",605527.0
2005,US,Northeast,New Jersey,"Princeton Junction, New Jersey",362846.0
2005,US,Northeast,New Jersey,"Trenton, New Jersey",439730.0
2005,US,Northeast,New York,"Albany-Rensselaer, New York",366946.0
2005,US,Northeast,New York,"Amsterdam, New York",3139.0
2005,US,Northeast,New York,"Buffalo-Depew, New York",38608.0
2005,US,Northeast,New York,"Buffalo-Exchange Street, New York",7751.0
2005,US,Northeast,New York,"Croton-Harmon, New York",17419.0
2005,US,Northeast,New York,"Fort Edward, New York",2956.0
2005,US,Northeast,New York,"Fort Ticonderoga, New York",729.0
2005,US,Northeast,New York,"Hudson, New York",73537.0
2005,US,Northeast,New York,"New Rochelle, New York",33737.0
2005,US,Northeast,New York,"New York City (Penn Station), New York",4264625.0
2005,US,Northeast,New York,"New York State Fair, New York",420.0
2005,US,Northeast,New York,"Niagara Falls, New York",11146.0
2005,US,Northeast,New York,"Plattsburgh, New York",5260.0
2005,US,Northeast,New York,"Port Henry, New York",688.0
2005,US,Northeast,New York,"Port Kent, New York",151.0
2005,US,Northeast,New York,"Poughkeepsie, New York",26270.0
2005,US,Northeast,New York,"Rhinecliff, New York",84492.0
2005,US,Northeast,New York,"Rochester, New York",37666.0
2005,US,Northeast,New York,"Rome, New York",3108.0
2005,US,Northeast,New York,"Rouses Point, New York",743.0
2005,US,Northeast,New York,"Saratoga Springs, New York",13586.0
2005,US,Northeast,New York,"Schenectady, New York",21362.0
2005,US,Northeast,New York,"Syracuse, New York",47693.0
2005,US,Northeast,New York,"Utica, New York",21830.0
2005,US,Northeast,New York,"Westport, New York",2118.0
2005,US,Northeast,New York,"Whitehall, New York",739.0
2005,US,Northeast,New York,"Yonkers, New York",7681.0
2005,US,Northeast,Pennsylvania,"Altoona, Pennsylvania",10095.0
2005,US,Northeast,Pennsylvania,"Ardmore, Pennsylvania",20340.0
2005,US,Northeast,Pennsylvania,"Coatesville, Pennsylvania",3132.0
2005,US,Northeast,Pennsylvania,"Connellsville, Pennsylvania",1696.0
2005,US,Northeast,Pennsylvania,"Cornwells Heights, Pennsylvania",12436.0
2005,US,Northeast,Pennsylvania,"Downingtown, Pennsylvania",13419.0
2005,US,Northeast,Pennsylvania,"Elizabethtown, Pennsylvania",24489.0
2005,US,Northeast,Pennsylvania,"Erie, Pennsylvania",4224.0
2005,US,Northeast,Pennsylvania,"Exton, Pennsylvania",20605.0
2005,US,Northeast,Pennsylvania,"Greensburg, Pennsylvania",5064.0
2005,US,Northeast,Pennsylvania,"Harrisburg, Pennsylvania",171340.0
2005,US,Northeast,Pennsylvania,"Huntingdon, Pennsylvania",2315.0
2005,US,Northeast,Pennsylvania,"Johnstown, Pennsylvania",7585.0
2005,US,Northeast,Pennsylvania,"Lancaster, Pennsylvania",166827.0
2005,US,Northeast,Pennsylvania,"Latrobe, Pennsylvania",1463.0
2005,US,Northeast,Pennsylvania,"Lewistown, Pennsylvania",3563.0
2005,US,Northeast,Pennsylvania,"Middletown, Pennsylvania",13372.0
2005,US,Northeast,Pennsylvania,"Mount Joy, Pennsylvania",13294.0
2005,US,Northeast,Pennsylvania,"Paoli, Pennsylvania",35975.0
2005,US,Northeast,Pennsylvania,"Parkesburg, Pennsylvania",12221.0
2005,US,Northeast,Pennsylvania,"Philadelphia William H. Gray III 30th Street, Pennsylvania",1868800.0
2005,US,Northeast,Pennsylvania,"Philadelphia-North, Pennsylvania",762.0
2005,US,Northeast,Pennsylvania,"Pittsburgh, Pennsylvania",55680.0
2005,US,Northeast,Pennsylvania,"Tyrone, Pennsylvania",717.0
2005,US,Northeast,Rhode Island,"Kingston, Rhode Island",62521.0
2005,US,Northeast,Rhode Island,"Providence, Rhode Island",242088.0
2005,US,Northeast,Rhode Island,"Westerly, Rhode Island",13567.0
2005,US,Northeast,Vermont,"Bellows Falls, Vermont",1289.0
2005,US,Northeast,Vermont,"Brattleboro, Vermont",3991.0
2005,US,Northeast,Vermont,"Essex Junction, Vermont",3317.0
2005,US,Northeast,Vermont,"Fair Haven, Vermont",598.0
2005,US,Northeast,Vermont,"Montpelier, Vermont",1938.0
2005,US,Northeast,Vermont,"Randolph, Vermont",570.0
2005,US,Northeast,Vermont,"Rutland, Vermont",6307.0
2005,US,Northeast,Vermont,"St. Albans, Vermont",1960.0
2005,US,Northeast,Vermont,"Waterbury, Vermont",1291.0
2005,US,Northeast,Vermont,"White River Junction, Vermont",5647.0
2005,US,Northeast,Vermont,"Windsor, Vermont",266.0
2005,US,South,Alabama,"Anniston, Alabama",2419.0
2005,US,South,Alabama,"Atmore, Alabama",115.0
2005,US,South,Alabama,"Birmingham, Alabama",16558.0
2005,US,South,Alabama,"Mobile, Alabama",570.0
2005,US,South,Alabama,"Tuscaloosa, Alabama",4904.0
2005,US,South,Arkansas,"Arkadelphia, Arkansas",481.0
2005,US,South,Arkansas,"Little Rock, Arkansas",7290.0
2005,US,South,Arkansas,"Malvern, Arkansas",779.0
2005,US,South,Arkansas,"Texarkana, Arkansas",2983.0
2005,US,South,Arkansas,"Walnut Ridge, Arkansas",1343.0
2005,US,South,Delaware,"Georgetown, Delaware",420.0
2005,US,South,Delaware,"Newark, Delaware",2206.0
2005,US,South,Delaware,"Wilmington, Delaware",387328.0
2005,US,South,District of Columbia,"Washington Union Station, District of Columbia",1880852.0
2005,US,South,Florida,"Chipley, Florida",718.0
2005,US,South,Florida,"Crestview, Florida",539.0
2005,US,South,Florida,"Dade City, Florida",77.0
2005,US,South,Florida,"DeLand, Florida",9782.0
2005,US,South,Florida,"Deerfield Beach, Florida",11716.0
2005,US,South,Florida,"Delray Beach, Florida",3753.0
2005,US,South,Florida,"Fort Lauderdale, Florida",20552.0
2005,US,South,Florida,"Hollywood, Florida",14783.0
2005,US,South,Florida,"Jacksonville, Florida",32231.0
2005,US,South,Florida,"Kissimmee, Florida",15659.0
2005,US,South,Florida,"Lake City, Florida",281.0
2005,US,South,Florida,"Lakeland, Florida",6569.0
2005,US,South,Florida,"Madison, Florida",187.0
2005,US,South,Florida,"Miami, Florida",33708.0
2005,US,South,Florida,"Ocala, Florida",344.0
2005,US,South,Florida,"Okeechobee, Florida",1506.0
2005,US,South,Florida,"Orlando, Florida",70772.0
2005,US,South,Florida,"Palatka, Florida",5439.0
2005,US,South,Florida,"Pensacola, Florida",1616.0
2005,US,South,Florida,"Sanford (Auto Train Station), Florida",100772.0
2005,US,South,Florida,"Sebring, Florida",7603.0
2005,US,South,Florida,"Tallahassee, Florida",1216.0
2005,US,South,Florida,"Tampa, Florida",26387.0
2005,US,South,Florida,"Waldo, Florida",159.0
2005,US,South,Florida,"West Palm Beach, Florida",24345.0
2005,US,South,Florida,"Wildwood, Florida",98.0
2005,US,South,Florida,"Winter Haven, Florida",11353.0
2005,US,South,Florida,"Winter Park, Florida",11738.0
2005,US,South,Georgia,"Atlanta, Georgia",44229.0
2005,US,South,Georgia,"Gainesville, Georgia",2238.0
2005,US,South,Georgia,"Jesup, Georgia",2984.0
2005,US,South,Georgia,"Savannah, Georgia",19427.0
2005,US,South,Georgia,"Toccoa, Georgia",1586.0
2005,US,South,Kentucky,"Ashland, Kentucky",1259.0
2005,US,South,Kentucky,"Fulton, Kentucky",1115.0
2005,US,South,Kentucky,"Louisville, Kentucky",50.0
2005,US,South,Kentucky,"Maysville, Kentucky",892.0
2005,US,South,Kentucky,"South Shore-South Portsmouth, Kentucky",394.0
2005,US,South,Louisiana,"Hammond, Louisiana",4537.0
2005,US,South,Louisiana,"Lafayette, Louisiana",935.0
2005,US,South,Louisiana,"Lake Charles, Louisiana",708.0
2005,US,South,Louisiana,"New Iberia, Louisiana",301.0
2005,US,South,Louisiana,"New Orleans, Louisiana",73520.0
2005,US,South,Louisiana,"Schriever, Louisiana",187.0
2005,US,South,Louisiana,"Slidell, Louisiana",2345.0
2005,US,South,Maryland,"Aberdeen, Maryland",23438.0
2005,US,South,Maryland,"BWI Thurgood Marshall Airport, Maryland",291606.0
2005,US,South,Maryland,"Baltimore, Maryland",485279.0
2005,US,South,Maryland,"Cumberland, Maryland",3556.0
2005,US,South,Maryland,"New Carrollton, Maryland",111824.0
2005,US,South,Maryland,"Rockville, Maryland",1175.0
2005,US,South,Mississippi,"Bay St. Louis, Mississippi",101.0
2005,US,South,Mississippi,"Biloxi, Mississippi",310.0
2005,US,South,Mississippi,"Brookhaven, Mississippi",1955.0
2005,US,South,Mississippi,"Greenwood, Mississippi",5095.0
2005,US,South,Mississippi,"Gulfport, Mississippi",387.0
2005,US,South,Mississippi,"Hattiesburg, Mississippi",5185.0
2005,US,South,Mississippi,"Hazlehurst, Mississippi",558.0
2005,US,South,Mississippi,"Jackson, Mississippi",15947.0
2005,US,South,Mississippi,"Laurel, Mississippi",1813.0
2005,US,South,Mississippi,"McComb, Mississippi",2316.0
2005,US,South,Mississippi,"Meridian, Mississippi",5981.0
2005,US,South,Mississippi,"Pascagoula, Mississippi",137.0
2005,US,South,Mississippi,"Picayune, Mississippi",736.0
2005,US,South,Mississippi,"Yazoo City, Mississippi",1300.0
2005,US,South,North Carolina,"Burlington, North Carolina",4700.0
2005,US,South,North Carolina,"Cary, North Carolina",7659.0
2005,US,South,North Carolina,"Charlotte, North Carolina",54170.0
2005,US,South,North Carolina,"Durham, North Carolina",17498.0
2005,US,South,North Carolina,"Fayetteville, North Carolina",18277.0
2005,US,South,North Carolina,"Gastonia, North Carolina",866.0
2005,US,South,North Carolina,"Greensboro, North Carolina",29373.0
2005,US,South,North Carolina,"Hamlet, North Carolina",2031.0
2005,US,South,North Carolina,"High Point, North Carolina",7281.0
2005,US,South,North Carolina,"Kannapolis, North Carolina",3665.0
2005,US,South,North Carolina,"Lexington, North Carolina (Special Stop)",85.0
2005,US,South,North Carolina,"North Carolina State Fair, North Carolina",1710.0
2005,US,South,North Carolina,"Raleigh, North Carolina",57457.0
2005,US,South,North Carolina,"Rocky Mount, North Carolina",28325.0
2005,US,South,North Carolina,"Salisbury, North Carolina",8291.0
2005,US,South,North Carolina,"Selma-Smithfield, North Carolina",4024.0
2005,US,South,North Carolina,"Southern Pines, North Carolina",2090.0
2005,US,South,North Carolina,"Wilson, North Carolina",14939.0
2005,US,South,Oklahoma,"Ardmore, Oklahoma",5196.0
2005,US,South,Oklahoma,"Guthrie, Oklahoma",49.0
2005,US,South,Oklahoma,"Norman, Oklahoma",6054.0
2005,US,South,Oklahoma,"Oklahoma City, Oklahoma",21572.0
2005,US,South,Oklahoma,"Pauls Valley, Oklahoma",3142.0
2005,US,South,Oklahoma,"Purcell, Oklahoma",1157.0
2005,US,South,South Carolina,"Camden, South Carolina",1566.0
2005,US,South,South Carolina,"Charleston, South Carolina",25248.0
2005,US,South,South Carolina,"Clemson, South Carolina",2396.0
2005,US,South,South Carolina,"Columbia, South Carolina",15400.0
2005,US,South,South Carolina,"Denmark, South Carolina",2198.0
2005,US,South,South Carolina,"Dillon, South Carolina",2341.0
2005,US,South,South Carolina,"Florence, South Carolina",16691.0
2005,US,South,South Carolina,"Greenville, South Carolina",6142.0
2005,US,South,South Carolina,"Kingstree, South Carolina",5274.0
2005,US,South,South Carolina,"Spartanburg, South Carolina",2189.0
2005,US,South,South Carolina,"Yemassee, South Carolina",4571.0
2005,US,South,Tennessee,"Memphis, Tennessee",23317.0
2005,US,South,Tennessee,"Newbern-Dyersberg, Tennessee",1218.0
2005,US,South,Texas,"Alpine, Texas",798.0
2005,US,South,Texas,"Austin, Texas",10754.0
2005,US,South,Texas,"Beaumont, Texas",539.0
2005,US,South,Texas,"Cleburne, Texas",915.0
2005,US,South,Texas,"Dallas, Texas",17977.0
2005,US,South,Texas,"Del Rio, Texas",623.0
2005,US,South,Texas,"El Paso, Texas",4950.0
2005,US,South,Texas,"Fort Worth, Texas",42498.0
2005,US,South,Texas,"Gainesville, Texas",4557.0
2005,US,South,Texas,"Galveston, Texas",40.0
2005,US,South,Texas,"Houston, Texas",6096.0
2005,US,South,Texas,"Longview, Texas",12664.0
2005,US,South,Texas,"Marshall, Texas",3147.0
2005,US,South,Texas,"McGregor, Texas",1136.0
2005,US,South,Texas,"Mineola, Texas",1809.0
2005,US,South,Texas,"San Antonio, Texas",22723.0
2005,US,South,Texas,"San Marcos, Texas",1807.0
2005,US,South,Texas,"Sanderson, Texas",69.0
2005,US,South,Texas,"Taylor, Texas",1880.0
2005,US,South,Texas,"Temple, Texas",5158.0
2005,US,South,Virginia,"Alexandria, Virginia",41383.0
2005,US,South,Virginia,"Ashland, Virginia",6845.0
2005,US,South,Virginia,"Charlottesville, Virginia",22161.0
2005,US,South,Virginia,"Clifton Forge, Virginia",1793.0
2005,US,South,Virginia,"Culpeper, Virginia",1707.0
2005,US,South,Virginia,"Danville, Virginia",1810.0
2005,US,South,Virginia,"Franconia-Springfield, Virginia",229.0
2005,US,South,Virginia,"Fredericksburg, Virginia",16825.0
2005,US,South,Virginia,"Lorton (Auto Train), Virginia",108434.0
2005,US,South,Virginia,"Lynchburg, Virginia",8498.0
2005,US,South,Virginia,"Manassas, Virginia",3774.0
2005,US,South,Virginia,"Newport News, Virginia",46397.0
2005,US,South,Virginia,"Petersburg, Virginia",8688.0
2005,US,South,Virginia,"Quantico, Virginia",5873.0
2005,US,South,Virginia,"Richmond - Main Street, Virginia",5805.0
2005,US,South,Virginia,"Richmond - Staples Mill, Virginia",125707.0
2005,US,South,Virginia,"Staunton, Virginia",2387.0
2005,US,South,Virginia,"Williamsburg, Virginia",19179.0
2005,US,South,Virginia,"Woodbridge, Virginia",2975.0
2005,US,South,West Virginia,"Alderson, West Virginia",256.0
2005,US,South,West Virginia,"Charleston, West Virginia",4156.0
2005,US,South,West Virginia,"Harpers Ferry, West Virginia",1446.0
2005,US,South,West Virginia,"Hinton, West Virginia",5578.0
2005,US,South,West Virginia,"Huntington, West Virginia",6988.0
2005,US,South,West Virginia,"Martinsburg, West Virginia",2659.0
2005,US,South,West Virginia,"Montgomery, West Virginia",413.0
2005,US,South,West Virginia,"Prince, West Virginia",1647.0
2005,US,South,West Virginia,"Thurmond, West Virginia",60.0
2005,US,South,West Virginia,"White Sulphur Springs, West Virginia",1966.0
2005,US,West,Arizona,"Benson, Arizona",537.0
2005,US,West,Arizona,"Flagstaff, Arizona",17370.0
2005,US,West,Arizona,"Kingman, Arizona",3142.0
2005,US,West,Arizona,"Maricopa, Arizona",3023.0
2005,US,West,Arizona,"Tucson, Arizona",6880.0
2005,US,West,Arizona,"Williams Junction, Arizona",2889.0
2005,US,West,Arizona,"Winslow, Arizona",1378.0
2005,US,West,Arizona,"Yuma, Arizona",877.0
2005,US,West,California,"Anaheim, California",157609.0
2005,US,West,California,"Antioch-Pittsburg, California",9455.0
2005,US,West,California,"Auburn, California",16707.0
2005,US,West,California,"Bakersfield, California",185089.0
2005,US,West,California,"Barstow, California",1380.0
2005,US,West,California,"Berkeley, California",35444.0
2005,US,West,California,"Burbank, California",14050.0
2005,US,West,California,"Camarillo, California",9696.0
2005,US,West,California,"Carpinteria, California",7048.0
2005,US,West,California,"Chatsworth, California",19828.0
2005,US,West,California,"Chico, California",2862.0
2005,US,West,California,"Colfax, California",1622.0
2005,US,West,California,"Corcoran, California",11745.0
2005,US,West,California,"Davis, California",171637.0
2005,US,West,California,"Dunsmuir, California",1989.0
2005,US,West,California,"Emeryville, California",254039.0
2005,US,West,California,"Fremont, California",13772.0
2005,US,West,California,"Fresno, California",128284.0
2005,US,West,California,"Fullerton, California",201862.0
2005,US,West,California,"Glendale, California",17342.0
2005,US,West,California,"Goleta, California",25640.0
2005,US,West,California,"Great America (Santa Clara), California",37275.0
2005,US,West,California,"Grover Beach, California",6489.0
2005,US,West,California,"Guadalupe-Santa Maria, California",3425.0
2005,US,West,California,"Hanford, California",69588.0
2005,US,West,California,"Hayward, California",11416.0
2005,US,West,California,"Irvine, California",281576.0
2005,US,West,California,"Lodi, California",2851.0
2005,US,West,California,"Lompoc-Surf, California",2219.0
2005,US,West,California,"Los Angeles, California",690068.0
2005,US,West,California,"Madera, California",5565.0
2005,US,West,California,"Martinez, California",150222.0
2005,US,West,California,"Merced, California",37641.0
2005,US,West,California,"Modesto, California",35883.0
2005,US,West,California,"Moorpark, California",4595.0
2005,US,West,California,"Needles, California",4581.0
2005,US,West,California,"Oakland Coliseum, California",809.0
2005,US,West,California,"Oakland, California",143147.0
2005,US,West,California,"Oceanside, California",155251.0
2005,US,West,California,"Ontario, California",1416.0
2005,US,West,California,"Oxnard, California",34912.0
2005,US,West,California,"Palm Springs, California",810.0
2005,US,West,California,"Paso Robles, California",2643.0
2005,US,West,California,"Pomona, California",351.0
2005,US,West,California,"Redding, California",3153.0
2005,US,West,California,"Richmond, California",106821.0
2005,US,West,California,"Riverside, California",3100.0
2005,US,West,California,"Rocklin, California",15635.0
2005,US,West,California,"Roseville, California",29334.0
2005,US,West,California,"Sacramento, California",472450.0
2005,US,West,California,"Salinas, California",6388.0
2005,US,West,California,"San Bernardino, California",4688.0
2005,US,West,California,"San Clemente Pier, California",2534.0
2005,US,West,California,"San Diego, California",432248.0
2005,US,West,California,"San Diego-Old Town, California",7852.0
2005,US,West,California,"San Jose, California",77307.0
2005,US,West,California,"San Juan Capistrano, California",126214.0
