SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
12/24/2024 00:00:14,N,163,0
12/24/2024 00:15:11,N,160,0
12/24/2024 00:30:11,N,158.2,0
12/24/2024 00:45:11,N,156,0
12/24/2024 01:00:15,N,152.6,0
12/24/2024 01:15:11,N,151.2,0
12/24/2024 01:30:12,N,149.7,0
12/24/2024 01:45:11,N,148.1,0
12/24/2024 02:00:13,N,146.2,0
12/24/2024 02:15:11,N,145.6,0
12/24/2024 02:30:12,N,143.5,0
12/24/2024 02:45:11,N,143.2,0
12/24/2024 03:00:13,N,141.8,0
12/24/2024 03:15:11,N,141.9,0
12/24/2024 03:30:11,N,142.2,0
12/24/2024 03:45:11,N,142.1,0
12/24/2024 04:00:12,N,142.2,0
12/24/2024 04:15:10,N,141.3,0
12/24/2024 04:30:10,N,141.4,0
12/24/2024 04:45:09,N,142.8,0
12/24/2024 05:00:13,N,144.8,0
12/24/2024 05:15:10,N,146.8,0
12/24/2024 05:30:09,N,146.4,0
12/24/2024 05:45:09,N,148.2,0
12/24/2024 06:00:12,N,150.4,0
12/24/2024 06:15:10,N,151.4,0
12/24/2024 06:30:10,N,154.4,0
12/24/2024 06:45:10,N,154.8,0
12/24/2024 07:00:11,N,157.6,0
12/24/2024 07:15:11,N,158.6,0
12/24/2024 07:30:10,N,162.6,0
12/24/2024 07:45:09,N,162.1,0
12/24/2024 08:00:11,N,165.5,0
12/24/2024 08:15:09,N,166.4,0
12/24/2024 08:30:10,N,169.1,0
12/24/2024 08:45:09,N,169.9,0
12/24/2024 09:00:12,N,172.2,0
12/24/2024 09:15:10,N,173.8,0
12/24/2024 09:30:09,N,176.3,0
12/24/2024 09:45:09,N,180.8,0
12/24/2024 10:00:12,N,181.9,0
12/24/2024 10:15:09,N,183.8,0
12/24/2024 10:30:09,N,185.1,0
12/24/2024 10:45:09,N,185.3,0
12/24/2024 11:00:11,N,184.8,0
12/24/2024 11:15:09,N,185.3,0
12/24/2024 11:30:10,N,187.8,0
12/24/2024 11:45:09,N,187.8,0
12/24/2024 12:00:12,N,189.1,0
12/24/2024 12:15:11,N,190,0
12/24/2024 12:30:10,N,189.6,0
12/24/2024 12:45:10,N,192.6,0
12/24/2024 13:00:13,N,192.3,0
12/24/2024 13:15:11,N,194.5,0
12/24/2024 13:30:10,N,194.3,0
12/24/2024 13:45:11,N,194.5,0
12/24/2024 14:00:11,N,195.2,0
12/24/2024 14:15:11,N,194.1,0
12/24/2024 14:30:10,N,195.2,0
12/24/2024 14:45:09,N,194,0
12/24/2024 15:00:13,N,195.4,0
12/24/2024 15:15:10,N,195.7,0
12/24/2024 15:30:10,N,195.6,0
12/24/2024 15:45:09,N,194.7,0
12/24/2024 16:00:12,N,196.6,0
12/24/2024 16:15:10,N,197,0
12/24/2024 16:30:10,N,197.9,0
12/24/2024 16:45:09,N,198,0
12/24/2024 17:00:12,N,196.2,0
12/24/2024 17:15:09,N,197.5,0
12/24/2024 17:30:10,N,199,0
12/24/2024 17:45:10,N,199.3,0
12/24/2024 18:00:12,N,198.1,0
12/24/2024 18:15:10,N,197.5,0
12/24/2024 18:30:11,N,196.8,0
12/24/2024 18:45:10,N,196.8,0
12/24/2024 19:00:12,N,190.8,0
12/24/2024 19:15:11,N,190.6,0
12/24/2024 19:30:12,N,191.2,0
12/24/2024 19:45:10,N,188,0
12/24/2024 20:00:11,N,183.9,0
12/24/2024 20:15:10,N,182.9,0
12/24/2024 20:30:10,N,180.9,0
12/24/2024 20:45:10,N,180.4,0
12/24/2024 21:00:12,N,179,0
12/24/2024 21:15:11,N,177.1,0
12/24/2024 21:30:11,N,175.2,0
12/24/2024 21:45:11,N,174.4,0
12/24/2024 22:00:14,N,174.5,0
12/24/2024 22:15:10,N,172,0
12/24/2024 22:30:10,N,170.3,0
12/24/2024 22:45:10,N,169.8,0
12/24/2024 23:00:13,N,167.9,0
12/24/2024 23:15:10,N,168.1,0
12/24/2024 23:30:12,N,165.5,0
12/24/2024 23:45:10,N,163.9,0
