SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
12/30/2024 00:00:14,N,167.8,0
12/30/2024 00:15:11,N,165.3,0
12/30/2024 00:30:11,N,162.7,0
12/30/2024 00:45:12,N,162.3,0
12/30/2024 01:00:14,N,159.7,0
12/30/2024 01:15:10,N,159.6,0
12/30/2024 01:30:11,N,157,0
12/30/2024 01:45:11,N,154.2,0
12/30/2024 02:00:14,N,154.9,0
12/30/2024 02:15:11,N,153.2,0
12/30/2024 02:30:10,N,153.2,0
12/30/2024 02:45:10,N,151.9,0
12/30/2024 03:00:13,N,151.6,0
12/30/2024 03:15:11,N,152.3,0
12/30/2024 03:30:10,N,151,0
12/30/2024 03:45:09,N,151.9,0
12/30/2024 04:00:13,N,152.1,0
12/30/2024 04:15:09,N,153.5,0
12/30/2024 04:30:10,N,154,0
12/30/2024 04:45:10,N,158,0
12/30/2024 05:00:11,N,158.5,0
12/30/2024 05:15:09,N,165.2,0
12/30/2024 05:30:10,N,165.2,0
12/30/2024 05:45:10,N,170.8,0
12/30/2024 06:00:12,N,174.2,0
12/30/2024 06:15:10,N,175.6,0
12/30/2024 06:30:11,N,178.4,0
12/30/2024 06:45:10,N,183,0
12/30/2024 07:00:11,N,182.5,0
12/30/2024 07:15:11,N,189.4,0
12/30/2024 07:30:11,N,190.5,0
12/30/2024 07:45:09,N,195.6,0
12/30/2024 08:00:12,N,193.6,0
12/30/2024 08:15:10,N,198,0
12/30/2024 08:30:10,N,195.2,0
12/30/2024 08:45:10,N,197.4,0
12/30/2024 09:00:13,N,198.3,0
12/30/2024 09:15:10,N,199.3,0
12/30/2024 09:30:09,N,201.6,0
12/30/2024 09:45:10,N,199,0
12/30/2024 10:00:14,N,199.2,0
12/30/2024 10:15:10,N,198.3,0
12/30/2024 10:30:11,N,197.8,0
12/30/2024 10:45:10,N,197.8,0
12/30/2024 11:00:12,N,197.1,0
12/30/2024 11:15:11,N,199.3,0
12/30/2024 11:30:10,N,196,0
12/30/2024 11:45:10,N,195.1,0
12/30/2024 12:00:12,N,194.6,0
12/30/2024 12:15:13,N,194.4,0
12/30/2024 12:30:10,N,194.8,0
12/30/2024 12:45:10,N,196.4,0
12/30/2024 13:00:12,N,194.2,0
12/30/2024 13:15:11,N,194,0
12/30/2024 13:30:10,N,194.3,0
12/30/2024 13:45:10,N,193.7,0
12/30/2024 14:00:14,N,195.7,0
12/30/2024 14:15:10,N,197.5,0
12/30/2024 14:30:11,N,198.5,0
12/30/2024 14:45:10,N,199.4,0
12/30/2024 15:00:12,N,199.2,0
12/30/2024 15:15:11,N,198.8,0
12/30/2024 15:30:11,N,200.9,0
12/30/2024 15:45:10,N,200.5,0
12/30/2024 16:00:12,N,199.2,0
12/30/2024 16:15:10,N,199.1,0
12/30/2024 16:30:13,N,199.8,0
12/30/2024 16:45:10,N,198.1,0
12/30/2024 17:00:12,N,199.5,0
12/30/2024 17:15:10,N,199.8,0
12/30/2024 17:30:10,N,200.9,0
12/30/2024 17:45:09,N,206.3,0
12/30/2024 18:00:11,N,204.5,0
12/30/2024 18:15:09,N,207.5,0
12/30/2024 18:30:10,N,206.5,0
12/30/2024 18:45:10,N,207.1,0
12/30/2024 19:00:11,N,203.7,0
12/30/2024 19:15:10,N,204.5,0
12/30/2024 19:30:09,N,204.6,0
12/30/2024 19:45:10,N,205.3,0
12/30/2024 20:00:12,N,203.8,0
12/30/2024 20:15:11,N,201.6,0
12/30/2024 20:30:10,N,201.4,0
12/30/2024 20:45:09,N,201.3,0
12/30/2024 21:00:10,N,197.8,0
12/30/2024 21:15:09,N,196.5,0
12/30/2024 21:30:10,N,195.1,0
12/30/2024 21:45:10,N,192.8,0
12/30/2024 22:00:13,N,191.7,0
12/30/2024 22:15:10,N,188.4,0
12/30/2024 22:30:09,N,185,0
12/30/2024 22:45:11,N,185.8,0
12/30/2024 23:00:11,N,180.9,0
12/30/2024 23:15:10,N,179.2,0
12/30/2024 23:30:10,N,173.7,0
12/30/2024 23:45:09,N,174,0
