SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
01/02/2025 00:00:11,N,214.5,0
01/02/2025 00:15:11,N,214,0
01/02/2025 00:30:10,N,212.3,0
01/02/2025 00:45:10,N,211.2,0
01/02/2025 01:00:13,N,210.6,0
01/02/2025 01:15:10,N,211,0
01/02/2025 01:30:10,N,210.4,0
01/02/2025 01:45:10,N,210.8,0
01/02/2025 02:00:12,N,209.2,0
01/02/2025 02:15:10,N,209.3,0
01/02/2025 02:30:09,N,208,0
01/02/2025 02:45:10,N,209.4,0
01/02/2025 03:00:13,N,208.5,0
01/02/2025 03:15:11,N,211.9,0
01/02/2025 03:30:09,N,211.2,0
01/02/2025 03:45:10,N,212.6,0
01/02/2025 04:00:12,N,214.7,0
01/02/2025 04:15:11,N,214.9,0
01/02/2025 04:30:11,N,221.3,0
01/02/2025 04:45:09,N,221.2,0
01/02/2025 05:00:12,N,226.3,0
01/02/2025 05:15:10,N,230.1,0
01/02/2025 05:30:10,N,230.9,0
01/02/2025 05:45:10,N,239,0
01/02/2025 06:00:13,N,242.1,0
01/02/2025 06:15:09,N,250.3,0
01/02/2025 06:30:10,N,253.4,0
01/02/2025 06:45:09,N,257.7,0
01/02/2025 07:00:11,N,261.4,0
01/02/2025 07:15:09,N,261,0
01/02/2025 07:30:09,N,264.6,0
01/02/2025 07:45:09,N,262.7,0
01/02/2025 08:00:11,N,264.6,0
01/02/2025 08:15:09,N,264.2,0
01/02/2025 08:30:10,N,265.6,0
01/02/2025 08:45:11,N,262.5,0
01/02/2025 09:00:11,N,258.3,0
01/02/2025 09:15:09,N,261.2,0
01/02/2025 09:30:10,N,255.8,0
01/02/2025 09:45:10,N,255.5,0
01/02/2025 10:00:14,N,249,0
01/02/2025 10:15:09,N,247.6,0
01/02/2025 10:30:09,N,241.3,0
01/02/2025 10:45:09,N,241.8,0
01/02/2025 11:00:10,N,245.1,0
01/02/2025 11:15:10,N,237.5,0
01/02/2025 11:30:10,N,232,0
01/02/2025 11:45:10,N,229.7,0
01/02/2025 12:00:12,N,228.7,0
01/02/2025 12:15:10,N,226.5,0
01/02/2025 12:30:10,N,221.2,0
01/02/2025 12:45:09,N,222.4,0
01/02/2025 13:00:12,N,218.9,0
01/02/2025 13:15:12,N,218.2,0
01/02/2025 13:30:09,N,219.3,0
01/02/2025 13:45:09,N,217.3,0
01/02/2025 14:00:12,N,215.7,0
01/02/2025 14:15:11,N,215.3,0
01/02/2025 14:30:09,N,214.4,0
01/02/2025 14:45:09,N,215.1,0
01/02/2025 15:00:12,N,216.7,0
01/02/2025 15:15:10,N,219,0
01/02/2025 15:30:10,N,218.8,0
01/02/2025 15:45:10,N,215.8,0
01/02/2025 16:00:11,N,218.1,0
01/02/2025 16:15:08,N,213.9,0
01/02/2025 16:30:10,N,217.2,0
01/02/2025 16:45:08,N,218.1,0
01/02/2025 17:00:10,N,218.5,0
01/02/2025 17:15:08,N,221.8,0
01/02/2025 17:30:09,N,224.2,0
01/02/2025 17:45:09,N,229.1,0
01/02/2025 18:00:12,N,234.1,0
01/02/2025 18:15:10,N,233.5,0
01/02/2025 18:30:09,N,236.1,0
01/02/2025 18:45:09,N,236.3,0
01/02/2025 19:00:11,N,235.5,0
01/02/2025 19:15:09,N,235.6,0
01/02/2025 19:30:10,N,237,0
01/02/2025 19:45:10,N,237.5,0
01/02/2025 20:00:11,N,234.8,0
01/02/2025 20:15:11,N,236.9,0
01/02/2025 20:30:11,N,236,0
01/02/2025 20:45:09,N,236.4,0
01/02/2025 21:00:11,N,233.8,0
01/02/2025 21:15:10,N,234.5,0
01/02/2025 21:30:11,N,231.9,0
01/02/2025 21:45:09,N,232,0
01/02/2025 22:00:13,N,227.3,0
01/02/2025 22:15:11,N,226,0
01/02/2025 22:30:10,N,224,0
01/02/2025 22:45:10,N,223,0
01/02/2025 23:00:12,N,218.6,0
01/02/2025 23:15:09,N,217.5,0
01/02/2025 23:30:10,N,215.1,0
01/02/2025 23:45:11,N,215.2,0
