SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
12/28/2024 00:00:13,N,162.9,0
12/28/2024 00:15:11,N,162.3,0
12/28/2024 00:30:11,N,159.2,0
12/28/2024 00:45:10,N,158.8,0
12/28/2024 01:00:13,N,154.3,0
12/28/2024 01:15:10,N,154.3,0
12/28/2024 01:30:11,N,153.4,0
12/28/2024 01:45:11,N,151.2,0
12/28/2024 02:00:14,N,150.5,0
12/28/2024 02:15:10,N,149.4,0
12/28/2024 02:30:10,N,148.3,0
12/28/2024 02:45:10,N,146,0
12/28/2024 03:00:12,N,147.4,0
12/28/2024 03:15:10,N,146.4,0
12/28/2024 03:30:11,N,145.5,0
12/28/2024 03:45:10,N,144.4,0
12/28/2024 04:00:12,N,145.3,0
12/28/2024 04:15:09,N,144.6,0
12/28/2024 04:30:11,N,144.2,0
12/28/2024 04:45:09,N,145.3,0
12/28/2024 05:00:13,N,146.3,0
12/28/2024 05:15:09,N,147.8,0
12/28/2024 05:30:10,N,148.2,0
12/28/2024 05:45:09,N,150.1,0
12/28/2024 06:00:12,N,150.7,0
12/28/2024 06:15:09,N,152.1,0
12/28/2024 06:30:09,N,152.3,0
12/28/2024 06:45:09,N,151.8,0
12/28/2024 07:00:11,N,153.1,0
12/28/2024 07:15:10,N,156.4,0
12/28/2024 07:30:10,N,157.5,0
12/28/2024 07:45:09,N,158.3,0
12/28/2024 08:00:11,N,161.3,0
12/28/2024 08:15:10,N,164.7,0
12/28/2024 08:30:11,N,165.6,0
12/28/2024 08:45:08,N,168.4,0
12/28/2024 09:00:09,N,170.5,0
12/28/2024 09:15:10,N,175.6,0
12/28/2024 09:30:10,N,175,0
12/28/2024 09:45:10,N,178.9,0
12/28/2024 10:00:12,N,181.7,0
12/28/2024 10:15:09,N,183.6,0
12/28/2024 10:30:10,N,185.1,0
12/28/2024 10:45:09,N,188.4,0
12/28/2024 11:00:12,N,190.2,0
12/28/2024 11:15:11,N,191.6,0
12/28/2024 11:30:12,N,192.4,0
12/28/2024 11:45:11,N,195.8,0
12/28/2024 12:00:12,N,197.1,0
12/28/2024 12:15:11,N,196.9,0
12/28/2024 12:30:11,N,195,0
12/28/2024 12:45:11,N,194.1,0
12/28/2024 13:00:12,N,195.6,0
12/28/2024 13:15:10,N,194.7,0
12/28/2024 13:30:10,N,194.5,0
12/28/2024 13:45:11,N,194.7,0
12/28/2024 14:00:12,N,195.9,0
12/28/2024 14:15:11,N,193.7,0
12/28/2024 14:30:12,N,192.5,0
12/28/2024 14:45:11,N,192.9,0
12/28/2024 15:00:12,N,190.1,0
12/28/2024 15:15:10,N,188.1,0
12/28/2024 15:30:11,N,186.8,0
12/28/2024 15:45:10,N,189.4,0
12/28/2024 16:00:11,N,187.2,0
12/28/2024 16:15:10,N,187.4,0
12/28/2024 16:30:10,N,189.2,0
12/28/2024 16:45:10,N,190.1,0
12/28/2024 17:00:13,N,193.9,0
12/28/2024 17:15:09,N,192,0
12/28/2024 17:30:09,N,194.1,0
12/28/2024 17:45:08,N,197.2,0
12/28/2024 18:00:10,N,198.7,0
12/28/2024 18:15:10,N,199.8,0
12/28/2024 18:30:09,N,199.7,0
12/28/2024 18:45:10,N,199.8,0
12/28/2024 19:00:11,N,199,0
12/28/2024 19:15:10,N,199.6,0
12/28/2024 19:30:10,N,199.4,0
12/28/2024 19:45:10,N,200.2,0
12/28/2024 20:00:10,N,198.7,0
12/28/2024 20:15:10,N,199.5,0
12/28/2024 20:30:09,N,196.5,0
12/28/2024 20:45:10,N,197.8,0
12/28/2024 21:00:10,N,195.2,0
12/28/2024 21:15:11,N,195.8,0
12/28/2024 21:30:09,N,194,0
12/28/2024 21:45:10,N,191.7,0
12/28/2024 22:00:12,N,190.7,0
12/28/2024 22:15:09,N,189,0
12/28/2024 22:30:11,N,187.4,0
12/28/2024 22:45:10,N,187.5,0
12/28/2024 23:00:12,N,183.5,0
12/28/2024 23:15:11,N,180.6,0
12/28/2024 23:30:09,N,180.5,0
12/28/2024 23:45:10,N,177.2,0
