,Unnamed: 0,year,negative,positive,Topic,decade,num_conflicts,avg_hostility,total_fatalities,life_expectancy,democracy_frequency,economy_frequency,equality_frequency,freedom_frequency,justice_frequency,liberty_frequency,num_conflicts_lag1,avg_hostility_lag1,total_fatalities_lag1,num_conflicts_lag5,avg_hostility_lag5,total_fatalities_lag5,num_conflicts_lag10,avg_hostility_lag10,total_fatalities_lag10,log_gdp_percap,log_sentiment
1238,1474,1888-01-01,0.0,0.0,freedom_frequency,1880,2.0,3.5,0.0,44.04,0.0316433658012302,0.0161703727116473,0.1378933301835322,0.1531081015231233,0.5788135668578228,0.4333989877106106,2.0,3.5,0.0,2.0,3.5,0.0,0.0,0.0,0.0,8.200160543104309,3.833323315743182e-05
940,1072,1888-01-01,0.0,0.0,equality_frequency,1880,2.0,3.5,0.0,44.04,0.0316433658012302,0.0161703727116473,0.1378933301835322,0.1531081015231233,0.5788135668578228,0.4333989877106106,2.0,3.5,0.0,2.0,3.5,0.0,0.0,0.0,0.0,8.200160543104309,1.0260650644718531e-05
302,302,1888-01-01,0.0544,0.1011,Liberty,1880,2.0,3.5,0.0,44.04,0.0316433658012302,0.0161703727116473,0.1378933301835322,0.1531081015231233,0.5788135668578228,0.4333989877106106,2.0,3.5,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.200160543104309,0.5740792572889017
493,523,1888-01-01,0.0,0.0,gdp_percap,1880,2.0,3.5,0.0,44.04,0.0316433658012302,0.0161703727116473,0.1378933301835322,0.1531081015231233,0.5788135668578228,0.4333989877106106,2.0,3.5,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.200160543104309,8.200160543104309
494,524,1889-01-01,0.0,0.0,gdp_percap,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,2.0,3.5,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.2182353830181,8.2182353830181
643,673,1889-01-01,0.0,0.0,Life_expectancy,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.2182353830181,3.8203462168562417
303,303,1889-01-01,0.0573,0.09465,Liberty,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.2182353830181,0.5307194233764368
1239,1475,1889-01-01,0.0,0.0,freedom_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.2182353830181,3.840263637391555e-05
1090,1274,1889-01-01,0.0,0.0,democracy_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,2.0,3.5,0.0,2.0,3.5,0.0,8.2182353830181,4.899217808462984e-06
792,872,1889-01-01,0.0,0.0,economy_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,2.0,3.5,0.0,8.2182353830181,2.5008464577340013e-05
941,1073,1889-01-01,0.0,0.0,equality_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,2.0,3.5,0.0,8.2182353830181,1.0286234857623534e-05
380,380,1889-01-01,0.0596,0.09635,Democracy,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,2.0,3.5,0.0,8.2182353830181,0.405425107308143
1537,1877,1889-01-01,0.0,0.0,liberty_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,2.0,3.5,0.0,8.2182353830181,4.82162719131772e-05
1388,1676,1889-01-01,0.0,0.0,justice_frequency,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,2.0,3.5,0.0,8.2182353830181,8.754852738400807e-05
102,102,1889-01-01,0.06345,0.09645,Economy,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.2182353830181,0.4950833620173708
189,189,1889-01-01,0.05215,0.1163,Freedom,1880,1.0,3.0,0.0,44.62,0.0283304699780709,0.0159690272302262,0.1406279519536008,0.1551328675069198,0.5744409312840051,0.4258918058133094,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.2182353830181,0.641677554837465
495,525,1890-01-01,0.0,0.0,gdp_percap,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.23598931487429,8.23598931487429
304,304,1890-01-01,0.05545,0.08405,Liberty,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.23598931487429,0.4754636959150961
1091,1275,1890-01-01,0.0,0.0,democracy_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.23598931487429,4.890920463950978e-06
1389,1677,1890-01-01,0.0,0.0,justice_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.23598931487429,8.509863187046481e-05
644,674,1890-01-01,0.0,0.0,Life_expectancy,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,8.23598931487429,3.832979798087693
793,873,1890-01-01,0.0,0.0,economy_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.23598931487429,2.506534425115833e-05
190,190,1890-01-01,0.06815,0.10935,Freedom,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.23598931487429,0.5305400118750901
1240,1476,1890-01-01,0.0,0.0,freedom_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.23598931487429,3.841366474293746e-05
942,1074,1890-01-01,0.0,0.0,equality_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.23598931487429,1.0211982652204264e-05
103,103,1890-01-01,0.0529,0.0998,Economy,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.23598931487429,0.5933296077048581
1538,1878,1890-01-01,0.0,0.0,liberty_frequency,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23598931487429,4.771500846312173e-05
381,381,1890-01-01,0.06585,0.1123,Democracy,1890,0.0,0.0,0.0,45.2,0.0280929690978419,0.0167465710997375,0.1326913508461898,0.1554546086088695,0.546532253070217,0.4200452221772924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23598931487429,0.5854533893751132
382,382,1891-01-01,0.06865,0.0867,Democracy,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253433535237756,0.3362865050884652
305,305,1891-01-01,0.064,0.1139,Liberty,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253433535237756,0.5868918202035546
1241,1477,1891-01-01,0.0,0.0,freedom_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253433535237756,3.870824131602564e-05
943,1075,1891-01-01,0.0,0.0,equality_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253433535237756,1.0459026274641004e-05
1539,1879,1891-01-01,0.0,0.0,liberty_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253433535237756,4.733981087837531e-05
1390,1678,1891-01-01,0.0,0.0,justice_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,8.253433535237756,8.315697622284119e-05
1092,1276,1891-01-01,0.0,0.0,democracy_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,8.253433535237756,5.002432538008578e-06
104,104,1891-01-01,0.06525,0.10795,Economy,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,8.253433535237756,0.5301016418396349
191,191,1891-01-01,0.05985,0.09575,Freedom,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,8.253433535237756,0.6421906715590924
645,675,1891-01-01,0.0,0.0,Life_expectancy,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,8.253433535237756,3.838591727342263
496,526,1891-01-01,0.0,0.0,gdp_percap,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.253433535237756,8.253433535237756
794,874,1891-01-01,0.0,0.0,economy_frequency,1890,2.0,2.5,0.0,45.46,0.0312848598374998,0.0215391498213602,0.1590971235196613,0.1640485725511255,0.5244133817203577,0.4156690341713728,2.0,2.5,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.253433535237756,2.541593573491272e-05
795,875,1892-01-01,0.0,0.0,economy_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,2.0,2.5,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.270578664729886,2.5331893800722452e-05
1093,1277,1892-01-01,0.0,0.0,democracy_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.270578664729886,5.06519956968699e-06
1391,1679,1892-01-01,0.0,0.0,justice_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.270578664729886,8.210022654304665e-05
646,676,1892-01-01,0.0,0.0,Life_expectancy,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.270578664729886,3.844172338519971
192,192,1892-01-01,0.07105,0.092,Freedom,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,2.0,2.5,0.0,2.0,2.5,0.0,8.270578664729886,0.4690375377295712
1540,1880,1892-01-01,0.0,0.0,liberty_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,8.270578664729886,4.637899917650094e-05
105,105,1892-01-01,0.05295,0.09405,Economy,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,8.270578664729886,0.5859627804133302
944,1076,1892-01-01,0.0,0.0,equality_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,8.270578664729886,1.045802882924067e-05
306,306,1892-01-01,0.05675,0.0991,Liberty,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,8.270578664729886,0.6413800897380623
383,383,1892-01-01,0.0659,0.08995,Democracy,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,8.270578664729886,0.3368400261212194
1242,1478,1892-01-01,0.0,0.0,freedom_frequency,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.270578664729886,3.8156734011139154e-05
497,527,1892-01-01,0.0,0.0,gdp_percap,1890,0.0,0.0,0.0,45.72,0.033081486133991,0.0203902980726208,0.1589905094752433,0.1479589248458828,0.5123751630987998,0.4044624326156122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.270578664729886,8.270578664729886
945,1077,1893-01-01,0.0,0.0,equality_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287434786865102,1.0341493236855686e-05
307,307,1893-01-01,0.05965,0.0827,Liberty,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287434786865102,0.6414538061510551
1094,1278,1893-01-01,0.0,0.0,democracy_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287434786865102,5.149467526363309e-06
384,384,1893-01-01,0.0634,0.09865,Democracy,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287434786865102,0.5855898091361447
647,677,1893-01-01,0.0,0.0,Life_expectancy,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287434786865102,3.8497219792307664
193,193,1893-01-01,0.0589,0.0931,Freedom,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.287434786865102,0.6410930705097535
796,876,1893-01-01,0.0,0.0,economy_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.287434786865102,2.532445951947372e-05
1541,1881,1893-01-01,0.0,0.0,liberty_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.287434786865102,4.558747271179128e-05
498,528,1893-01-01,0.0,0.0,gdp_percap,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.287434786865102,8.287434786865102
106,106,1893-01-01,0.0471,0.10085,Economy,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.287434786865102,0.6928171260979633
1243,1479,1893-01-01,0.0,0.0,freedom_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.287434786865102,3.7836746435715526e-05
1392,1680,1893-01-01,0.0,0.0,justice_frequency,1890,1.0,4.0,0.0,45.98,0.0354935491868107,0.0202886715845483,0.1465343589044861,0.1386236267100932,0.5050027466688339,0.3952303282171769,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.287434786865102,8.145305393520021e-05
946,1078,1894-01-01,0.0,0.0,equality_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.30401148366811,1.0187116411188814e-05
1244,1480,1894-01-01,0.0,0.0,freedom_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.30401148366811,3.7498631909124486e-05
648,678,1894-01-01,0.0,0.0,Life_expectancy,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.30401148366811,3.8552409913291616
1393,1681,1894-01-01,0.0,0.0,justice_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.30401148366811,8.046714899206974e-05
1095,1279,1894-01-01,0.0,0.0,democracy_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,8.30401148366811,5.148078020504988e-06
797,877,1894-01-01,0.0,0.0,economy_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.30401148366811,2.5428620264972472e-05
194,194,1894-01-01,0.07035,0.097,Freedom,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.30401148366811,0.4057317392255952
107,107,1894-01-01,0.05255,0.09465,Economy,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.30401148366811,0.6391238472154692
499,529,1894-01-01,0.0,0.0,gdp_percap,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.30401148366811,8.30401148366811
1542,1882,1894-01-01,0.0,0.0,liberty_frequency,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.30401148366811,4.4705636318472814e-05
385,385,1894-01-01,0.0602,0.10155,Democracy,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30401148366811,0.5810305604051111
308,308,1894-01-01,0.05185,0.0815,Liberty,1890,0.0,0.0,0.0,46.24,0.0354537763477196,0.0217125471305282,0.1300334711901538,0.1287594972451493,0.4937715916755847,0.3849448871146493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30401148366811,0.4676320693192349
649,679,1895-01-01,0.0,0.0,Life_expectancy,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320317868386848,3.8607297110405954
309,309,1895-01-01,0.0617,0.07885,Liberty,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320317868386848,0.3366222253723377
798,878,1895-01-01,0.0,0.0,economy_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320317868386848,2.533201618962336e-05
386,386,1895-01-01,0.0578,0.10305,Democracy,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320317868386848,0.6926895758748901
195,195,1895-01-01,0.0544,0.1101,Freedom,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320317868386848,0.6929346579786212
1543,1883,1895-01-01,0.0,0.0,liberty_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.320317868386848,4.46721704878773e-05
947,1079,1895-01-01,0.0,0.0,equality_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.320317868386848,1.0177061659856207e-05
108,108,1895-01-01,0.0535,0.09445,Economy,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.320317868386848,0.6410008908963949
1245,1481,1895-01-01,0.0,0.0,freedom_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.320317868386848,3.7536678542886824e-05
1394,1682,1895-01-01,0.0,0.0,justice_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.320317868386848,8.030164049771712e-05
1096,1280,1895-01-01,0.0,0.0,democracy_frequency,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.320317868386848,5.214015590009659e-06
500,530,1895-01-01,0.0,0.0,gdp_percap,1890,2.0,2.0,0.0,46.5,0.037341155527087,0.0203919711266538,0.1289587482945538,0.1298694669013293,0.4918861660109987,0.3845545531767252,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.320317868386848,8.320317868386848
310,310,1896-01-01,0.06805,0.1021,Liberty,1890,1.0,1.0,0.0,46.76,0.0429256496552002,0.0169630735271417,0.1233646981350039,0.1331879592990301,0.4891538474502128,0.3938755974141434,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.336362615580809,0.4694128297580823
