,Unnamed: 0,year,negative,positive,Topic,decade,num_conflicts,avg_hostility,total_fatalities,life_expectancy,democracy_frequency,economy_frequency,equality_frequency,freedom_frequency,justice_frequency,liberty_frequency,num_conflicts_lag1,avg_hostility_lag1,total_fatalities_lag1,num_conflicts_lag5,avg_hostility_lag5,total_fatalities_lag5,num_conflicts_lag10,avg_hostility_lag10,total_fatalities_lag10,log_gdp_percap,log_sentiment
1262,1498,1912-01-01,0.0,0.0,freedom_frequency,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3333333333333335,0.0,8.563233176421457,3.309050409455782e-05
1411,1699,1912-01-01,0.0,0.0,justice_frequency,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3333333333333335,0.0,8.563233176421457,6.619306782427997e-05
403,403,1912-01-01,0.05505,0.10825,Democracy,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3333333333333335,0.0,8.563233176421457,0.6415117223778817
212,212,1912-01-01,0.0528,0.1194,Freedom,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3333333333333335,0.0,8.563233176421457,0.6417275624044099
1113,1297,1912-01-01,0.0,0.0,democracy_frequency,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.563233176421457,9.188213050656804e-06
964,1096,1912-01-01,0.0,0.0,equality_frequency,1910,0.0,0.0,0.0,53.3,0.1510977399818225,0.0432583571988346,0.0083150066671848,0.000157390998508,0.3311664684263182,0.2589280398464303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.563233176421457,9.048358142376536e-06
816,896,1913-01-01,0.0,0.0,economy_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57583938684897,2.7468349591113553e-05
518,548,1913-01-01,0.0,0.0,gdp_percap,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57583938684897,8.57583938684897
1412,1700,1913-01-01,0.0,0.0,justice_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57583938684897,6.476567141900258e-05
327,327,1913-01-01,0.05975,0.07805,Liberty,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57583938684897,0.2633176559991647
213,213,1913-01-01,0.06035,0.1125,Freedom,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57583938684897,0.5308311716488661
1561,1901,1913-01-01,0.0,0.0,liberty_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,8.57583938684897,3.3419922514703137e-05
58,58,1913-01-01,0.04835,0.0908,Economy,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,8.57583938684897,0.640207795265726
965,1097,1913-01-01,0.0,0.0,equality_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,8.57583938684897,8.998151889308252e-06
404,404,1913-01-01,0.0584,0.11175,Democracy,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,8.57583938684897,0.5952173223926472
1263,1499,1913-01-01,0.0,0.0,freedom_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,8.57583938684897,3.3280264646268285e-05
667,697,1913-01-01,0.0,0.0,Life_expectancy,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,8.57583938684897,3.996364153861897
1114,1298,1913-01-01,0.0,0.0,democracy_frequency,1910,1.0,4.0,2.0,53.4,0.1818486714431108,0.0495956407785057,0.0029486136693103,0.0056934271996807,0.3149062171701665,0.2533129434625618,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,8.57583938684897,1.026252418457864e-05
966,1098,1914-01-01,0.0,0.0,equality_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,8.59732238183652,8.970565603715904e-06
519,549,1914-01-01,0.0,0.0,gdp_percap,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,8.59732238183652,8.59732238183652
1413,1701,1914-01-01,0.0,0.0,justice_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,8.59732238183652,6.364857078716631e-05
1115,1299,1914-01-01,0.0,0.0,democracy_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,8.59732238183652,1.2582671287307314e-05
668,698,1914-01-01,0.0,0.0,Life_expectancy,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,8.59732238183652,3.998200701669198
59,59,1914-01-01,0.05285,0.10375,Economy,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,8.59732238183652,0.6826396695107172
1562,1902,1914-01-01,0.0,0.0,liberty_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,8.59732238183652,3.359144175166842e-05
214,214,1914-01-01,0.0696,0.10505,Freedom,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,8.59732238183652,0.4672811767326266
817,897,1914-01-01,0.0,0.0,economy_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,8.59732238183652,2.828453362927922e-05
328,328,1914-01-01,0.04925,0.08915,Liberty,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,8.59732238183652,0.64040283390508
405,405,1914-01-01,0.0551,0.11625,Democracy,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.59732238183652,0.6352929364509623
1264,1500,1914-01-01,0.0,0.0,freedom_frequency,1910,2.0,4.0,0.0,53.5,0.2482603499365156,0.0607528900152432,0.0,0.035584329357122,0.3021807305601611,0.2553134624783182,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.59732238183652,3.430484440594914e-05
406,406,1915-01-01,0.05745,0.1206,Democracy,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.618353547388471,0.6412510729380528
215,215,1915-01-01,0.06125,0.11365,Freedom,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.618353547388471,0.5281958834884813
329,329,1915-01-01,0.059,0.09305,Liberty,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.618353547388471,0.5158818196366832
1414,1702,1915-01-01,0.0,0.0,justice_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.618353547388471,6.350418754854563e-05
520,550,1915-01-01,0.0,0.0,gdp_percap,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.618353547388471,8.618353547388471
1116,1300,1915-01-01,0.0,0.0,democracy_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,8.618353547388471,1.6184227078394716e-05
669,699,1915-01-01,0.0,0.0,Life_expectancy,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,8.618353547388471,4.000033882750859
60,60,1915-01-01,0.05025,0.09395,Economy,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,8.618353547388471,0.6410509323122614
818,898,1915-01-01,0.0,0.0,economy_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,8.618353547388471,2.9136348926717543e-05
1563,1903,1915-01-01,0.0,0.0,liberty_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,8.618353547388471,3.480970046093504e-05
967,1099,1915-01-01,0.0,0.0,equality_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.618353547388471,9.211100209308046e-06
1265,1501,1915-01-01,0.0,0.0,freedom_frequency,1910,2.0,2.0,0.0,53.6,0.3513512587784222,0.0723972288641264,0.0257100108361085,0.0867593431441849,0.3005359854418409,0.2695226640271868,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.618353547388471,3.605898384956161e-05
1415,1703,1916-01-01,0.0,0.0,justice_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.638951498384333,6.289075499033983e-05
61,61,1916-01-01,0.06115,0.1007,Economy,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.638951498384333,0.5890331099888121
1564,1904,1916-01-01,0.0,0.0,liberty_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.638951498384333,3.5067426663339135e-05
216,216,1916-01-01,0.0697,0.115,Freedom,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.638951498384333,0.5805522260066852
407,407,1916-01-01,0.06275,0.10595,Democracy,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,2.0,2.0,0.0,2.0,2.0,0.0,8.638951498384333,0.587506069983491
330,330,1916-01-01,0.05375,0.10175,Liberty,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,2.0,2.0,0.0,8.638951498384333,0.5888610875033844
968,1100,1916-01-01,0.0,0.0,equality_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,2.0,2.0,0.0,8.638951498384333,9.392484377517307e-06
819,899,1916-01-01,0.0,0.0,economy_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,2.0,2.0,0.0,8.638951498384333,2.971819325304868e-05
670,700,1916-01-01,0.0,0.0,Life_expectancy,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,2.0,2.0,0.0,8.638951498384333,4.001863709427935
1117,1301,1916-01-01,0.0,0.0,democracy_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,2.0,2.0,0.0,8.638951498384333,1.91088555108915e-05
1266,1502,1916-01-01,0.0,0.0,freedom_frequency,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,4.0,3.5,0.0,8.638951498384333,3.7618627692248355e-05
521,551,1916-01-01,0.0,0.0,gdp_percap,1910,4.0,3.5,0.0,53.7,0.4350660766105952,0.0803510627177056,0.0450976158024053,0.1322602454171564,0.2935480564213333,0.2725286645007477,4.0,3.5,0.0,4.0,3.5,0.0,4.0,3.5,0.0,8.638951498384333,8.638951498384333
522,552,1917-01-01,0.0,0.0,gdp_percap,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,4.0,3.5,0.0,4.0,3.5,0.0,4.0,3.5,0.0,8.659133722514957,8.659133722514957
1118,1302,1917-01-01,0.0,0.0,democracy_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,4.0,3.5,0.0,4.0,3.5,0.0,8.659133722514957,2.0848822225787785e-05
1416,1704,1917-01-01,0.0,0.0,justice_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,4.0,3.5,0.0,4.0,3.5,0.0,8.659133722514957,6.239498514545657e-05
62,62,1917-01-01,0.0438,0.1115,Economy,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,4.0,3.5,0.0,4.0,3.5,0.0,8.659133722514957,0.6864070166030452
217,217,1917-01-01,0.0663,0.1204,Freedom,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,4.0,3.5,0.0,4.0,3.5,0.0,8.659133722514957,0.6924794576826344
671,701,1917-01-01,0.0,0.0,Life_expectancy,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,4.0,3.5,0.0,8.659133722514957,4.00369019395397
820,900,1917-01-01,0.0,0.0,economy_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,4.0,3.5,0.0,8.659133722514957,3.0407004083388852e-05
1267,1503,1917-01-01,0.0,0.0,freedom_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,4.0,3.5,0.0,8.659133722514957,3.867058033767879e-05
969,1101,1917-01-01,0.0,0.0,equality_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,4.0,3.5,0.0,8.659133722514957,9.619404136852554e-06
331,331,1917-01-01,0.0749,0.12155,Liberty,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,4.0,3.5,0.0,8.659133722514957,0.6463830875215386
1565,1905,1917-01-01,0.0,0.0,liberty_frequency,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,2.0,4.5,6.0,8.659133722514957,3.5156027045930084e-05
408,408,1917-01-01,0.06325,0.1295,Democracy,1910,2.0,4.5,6.0,53.8,0.4848711508819913,0.0897671386918066,0.0693523872889429,0.1629498526898476,0.2879004876399779,0.2735620589932779,2.0,4.5,6.0,2.0,4.5,6.0,2.0,4.5,6.0,8.659133722514957,0.5894158925452586
821,901,1918-01-01,0.0,0.0,economy_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.5,6.0,2.0,4.5,6.0,2.0,4.5,6.0,8.678916669491263,3.141043754199187e-05
0,0,1918-01-01,0.0578,0.09935,Economy,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.5,6.0,2.0,4.5,6.0,8.678916669491263,0.4083442926090069
409,409,1918-01-01,0.0709,0.1125,Democracy,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.5,6.0,2.0,4.5,6.0,8.678916669491263,0.4711560899077635
672,702,1918-01-01,0.0,0.0,Life_expectancy,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.5,6.0,2.0,4.5,6.0,8.678916669491263,4.005513348515485
1566,1906,1918-01-01,0.0,0.0,liberty_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.5,6.0,2.0,4.5,6.0,8.678916669491263,3.473013491413575e-05
1119,1303,1918-01-01,0.0,0.0,democracy_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.5,6.0,8.678916669491263,2.1650584794653072e-05
1417,1705,1918-01-01,0.0,0.0,justice_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.5,6.0,8.678916669491263,6.102586486159476e-05
218,218,1918-01-01,0.06885,0.10615,Freedom,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.5,6.0,8.678916669491263,0.4695879178497254
523,553,1918-01-01,0.0,0.0,gdp_percap,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.5,6.0,8.678916669491263,8.678916669491263
1268,1504,1918-01-01,0.0,0.0,freedom_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.5,6.0,8.678916669491263,3.901835240524143e-05
332,332,1918-01-01,0.0597,0.1062,Liberty,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.678916669491263,0.5271250632352712
970,1102,1918-01-01,0.0,0.0,equality_frequency,1910,2.0,4.0,0.0,53.9,0.5078209548618555,0.1034841321818825,0.0829725571348232,0.1730957425166341,0.2723041502608252,0.2685946480598888,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.678916669491263,9.74682999685962e-06
1,1,1919-01-01,0.0521,0.0964,Economy,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,0.6700474237010521
1567,1907,1919-01-01,0.0,0.0,liberty_frequency,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,3.427141746413594e-05
1418,1706,1919-01-01,0.0,0.0,justice_frequency,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,5.947459631638475e-05
219,219,1919-01-01,0.05505,0.1106,Freedom,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,0.6411483741994455
971,1103,1919-01-01,0.0,0.0,equality_frequency,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,9.981433659998477e-06
410,410,1919-01-01,0.06215,0.1035,Democracy,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,1.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,0.5855647538404979
1269,1505,1919-01-01,0.0,0.0,freedom_frequency,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,1.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,3.925488453002986e-05
524,554,1919-01-01,0.0,0.0,gdp_percap,1910,1.0,4.0,0.0,54.0,0.515435639605823,0.1135377056809026,0.1080486470010701,0.1799963242583868,0.2546328962783444,0.2632443800025453,1.0,4.0,0.0,1.0,4.0,0.0,2.0,4.0,0.0,8.698315831598608,8.698315831598608
