State,Station,Year,Ridership
Pennsylvania,"Coatesville, Pennsylvania",2021-01-01,8106.0
Pennsylvania,"Coatesville, Pennsylvania",2022-01-01,9129.0
California,"Colfax, California",2005-01-01,1622.0
California,"Colfax, California",2006-01-01,1619.0
California,"Colfax, California",2007-01-01,3176.0
California,"Colfax, California",2008-01-01,3610.0
California,"Colfax, California",2009-01-01,3792.0
California,"Colfax, California",2010-01-01,4322.0
California,"Colfax, California",2011-01-01,4036.0
California,"Colfax, California",2012-01-01,4377.0
California,"Colfax, California",2013-01-01,4479.0
California,"Colfax, California",2014-01-01,4810.0
California,"Colfax, California",2015-01-01,4631.0
California,"Colfax, California",2016-01-01,6277.0
California,"Colfax, California",2017-01-01,7035.0
California,"Colfax, California",2018-01-01,5658.0
California,"Colfax, California",2019-01-01,5845.0
California,"Colfax, California",2020-01-01,3370.0
California,"Colfax, California",2021-01-01,2034.0
California,"Colfax, California",2022-01-01,3753.0
South Carolina,"Columbia, South Carolina",2005-01-01,15400.0
South Carolina,"Columbia, South Carolina",2006-01-01,17753.0
South Carolina,"Columbia, South Carolina",2007-01-01,34613.0
South Carolina,"Columbia, South Carolina",2008-01-01,38578.0
South Carolina,"Columbia, South Carolina",2009-01-01,37065.0
South Carolina,"Columbia, South Carolina",2010-01-01,36297.0
South Carolina,"Columbia, South Carolina",2011-01-01,36786.0
South Carolina,"Columbia, South Carolina",2012-01-01,37577.0
South Carolina,"Columbia, South Carolina",2013-01-01,36349.0
South Carolina,"Columbia, South Carolina",2014-01-01,35222.0
South Carolina,"Columbia, South Carolina",2015-01-01,33543.0
South Carolina,"Columbia, South Carolina",2016-01-01,32234.0
South Carolina,"Columbia, South Carolina",2017-01-01,32695.0
South Carolina,"Columbia, South Carolina",2018-01-01,29805.0
South Carolina,"Columbia, South Carolina",2019-01-01,30870.0
South Carolina,"Columbia, South Carolina",2020-01-01,17145.0
South Carolina,"Columbia, South Carolina",2021-01-01,13148.0
South Carolina,"Columbia, South Carolina",2022-01-01,25035.0
Wisconsin,"Columbus, Wisconsin",2005-01-01,7344.0
Wisconsin,"Columbus, Wisconsin",2006-01-01,8074.0
Wisconsin,"Columbus, Wisconsin",2007-01-01,16850.0
Wisconsin,"Columbus, Wisconsin",2008-01-01,18617.0
Wisconsin,"Columbus, Wisconsin",2009-01-01,17338.0
Wisconsin,"Columbus, Wisconsin",2010-01-01,18025.0
Wisconsin,"Columbus, Wisconsin",2011-01-01,15473.0
Wisconsin,"Columbus, Wisconsin",2012-01-01,16259.0
Wisconsin,"Columbus, Wisconsin",2013-01-01,16188.0
Wisconsin,"Columbus, Wisconsin",2014-01-01,12962.0
Wisconsin,"Columbus, Wisconsin",2015-01-01,12906.0
Wisconsin,"Columbus, Wisconsin",2016-01-01,14005.0
Wisconsin,"Columbus, Wisconsin",2017-01-01,13545.0
Wisconsin,"Columbus, Wisconsin",2018-01-01,11414.0
Wisconsin,"Columbus, Wisconsin",2019-01-01,12537.0
Wisconsin,"Columbus, Wisconsin",2020-01-01,7103.0
Wisconsin,"Columbus, Wisconsin",2021-01-01,6019.0
Wisconsin,"Columbus, Wisconsin",2022-01-01,8460.0
Indiana,"Connellsville, Indiana",2007-01-01,497.0
Indiana,"Connellsville, Indiana",2008-01-01,647.0
Indiana,"Connellsville, Indiana",2009-01-01,546.0
Indiana,"Connellsville, Indiana",2010-01-01,659.0
Indiana,"Connellsville, Indiana",2011-01-01,532.0
Indiana,"Connellsville, Indiana",2012-01-01,700.0
Indiana,"Connellsville, Indiana",2013-01-01,771.0
Indiana,"Connellsville, Indiana",2014-01-01,690.0
Indiana,"Connellsville, Indiana",2015-01-01,770.0
Indiana,"Connellsville, Indiana",2016-01-01,586.0
Indiana,"Connellsville, Indiana",2017-01-01,583.0
Indiana,"Connellsville, Indiana",2018-01-01,607.0
Pennsylvania,"Connellsville, Pennsylvania",2005-01-01,1696.0
Pennsylvania,"Connellsville, Pennsylvania",2006-01-01,1912.0
Pennsylvania,"Connellsville, Pennsylvania",2007-01-01,3886.0
Pennsylvania,"Connellsville, Pennsylvania",2008-01-01,4531.0
Pennsylvania,"Connellsville, Pennsylvania",2009-01-01,4481.0
Pennsylvania,"Connellsville, Pennsylvania",2010-01-01,4754.0
Pennsylvania,"Connellsville, Pennsylvania",2011-01-01,4382.0
Pennsylvania,"Connellsville, Pennsylvania",2012-01-01,4612.0
Pennsylvania,"Connellsville, Pennsylvania",2013-01-01,4815.0
Pennsylvania,"Connellsville, Pennsylvania",2014-01-01,4925.0
Pennsylvania,"Connellsville, Pennsylvania",2015-01-01,4871.0
Pennsylvania,"Connellsville, Pennsylvania",2016-01-01,5002.0
Pennsylvania,"Connellsville, Pennsylvania",2017-01-01,4762.0
Pennsylvania,"Connellsville, Pennsylvania",2018-01-01,4407.0
Pennsylvania,"Connellsville, Pennsylvania",2019-01-01,4864.0
Pennsylvania,"Connellsville, Pennsylvania",2020-01-01,2656.0
Pennsylvania,"Connellsville, Pennsylvania",2021-01-01,1986.0
Pennsylvania,"Connellsville, Pennsylvania",2022-01-01,3337.0
Indiana,"Connersville, Indiana",2005-01-01,222.0
Indiana,"Connersville, Indiana",2006-01-01,370.0
Indiana,"Connersville, Indiana",2019-01-01,448.0
Indiana,"Connersville, Indiana",2020-01-01,366.0
Indiana,"Connersville, Indiana",2021-01-01,419.0
Indiana,"Connersville, Indiana",2022-01-01,373.0
Oregon,"Coos Bay, Oregon",2005-01-01,0.0
California,"Corcoran, California",2005-01-01,11745.0
California,"Corcoran, California",2006-01-01,11952.0
California,"Corcoran, California",2007-01-01,23352.0
California,"Corcoran, California",2008-01-01,26018.0
California,"Corcoran, California",2009-01-01,25749.0
California,"Corcoran, California",2010-01-01,27375.0
California,"Corcoran, California",2011-01-01,27424.0
California,"Corcoran, California",2012-01-01,29072.0
California,"Corcoran, California",2013-01-01,31542.0
California,"Corcoran, California",2014-01-01,34539.0
California,"Corcoran, California",2015-01-01,32331.0
California,"Corcoran, California",2016-01-01,30104.0
California,"Corcoran, California",2017-01-01,28440.0
California,"Corcoran, California",2018-01-01,24646.0
California,"Corcoran, California",2019-01-01,26789.0
California,"Corcoran, California",2020-01-01,17610.0
California,"Corcoran, California",2021-01-01,9951.0
California,"Corcoran, California",2022-01-01,14964.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2005-01-01,12436.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2006-01-01,6340.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2007-01-01,7721.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2008-01-01,6843.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2009-01-01,5860.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2010-01-01,4890.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2011-01-01,3278.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2012-01-01,3580.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2013-01-01,3215.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2014-01-01,2093.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2015-01-01,2271.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2016-01-01,2966.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2017-01-01,3073.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2018-01-01,3673.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2019-01-01,3103.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2020-01-01,1054.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2021-01-01,234.0
Pennsylvania,"Cornwells Heights, Pennsylvania",2022-01-01,1342.0
Indiana,"Crawfordsville (Bus), Indiana",2005-01-01,1598.0
Indiana,"Crawfordsville (Bus), Indiana",2006-01-01,1805.0
Indiana,"Crawfordsville (Bus), Indiana",2007-01-01,4431.0
Indiana,"Crawfordsville (Bus), Indiana",2008-01-01,5040.0
Indiana,"Crawfordsville (Bus), Indiana",2009-01-01,5298.0
Indiana,"Crawfordsville (Bus), Indiana",2010-01-01,5488.0
Indiana,"Crawfordsville (Bus), Indiana",2011-01-01,5897.0
Indiana,"Crawfordsville (Bus), Indiana",2012-01-01,6003.0
Indiana,"Crawfordsville (Bus), Indiana",2013-01-01,6249.0
Indiana,"Crawfordsville (Bus), Indiana",2014-01-01,5748.0
Indiana,"Crawfordsville (Bus), Indiana",2015-01-01,5300.0
Indiana,"Crawfordsville (Bus), Indiana",2016-01-01,5774.0
Indiana,"Crawfordsville (Bus), Indiana",2017-01-01,5932.0
Indiana,"Crawfordsville (Bus), Indiana",2018-01-01,5716.0
Indiana,"Crawfordsville (Bus), Indiana",2019-01-01,4988.0
Indiana,"Crawfordsville (Bus), Indiana",2020-01-01,1244.0
Indiana,"Crawfordsville (Bus), Indiana",2021-01-01,1071.0
Indiana,"Crawfordsville (Bus), Indiana",2022-01-01,1235.0
Iowa,"Creston, Iowa",2005-01-01,2308.0
Iowa,"Creston, Iowa",2006-01-01,2658.0
Iowa,"Creston, Iowa",2007-01-01,5011.0
Iowa,"Creston, Iowa",2008-01-01,4444.0
Iowa,"Creston, Iowa",2009-01-01,4831.0
Iowa,"Creston, Iowa",2010-01-01,4803.0
Iowa,"Creston, Iowa",2011-01-01,4229.0
Iowa,"Creston, Iowa",2012-01-01,4531.0
Iowa,"Creston, Iowa",2013-01-01,4621.0
Iowa,"Creston, Iowa",2014-01-01,4314.0
Iowa,"Creston, Iowa",2015-01-01,5017.0
Iowa,"Creston, Iowa",2016-01-01,3843.0
Iowa,"Creston, Iowa",2017-01-01,3797.0
Iowa,"Creston, Iowa",2018-01-01,3745.0
Iowa,"Creston, Iowa",2019-01-01,3281.0
Iowa,"Creston, Iowa",2020-01-01,1933.0
Iowa,"Creston, Iowa",2021-01-01,1420.0
Iowa,"Creston, Iowa",2022-01-01,1785.0
Florida,"Crestview, Florida",2005-01-01,539.0
New York,"Croton-Harmon, New York",2005-01-01,17419.0
New York,"Croton-Harmon, New York",2006-01-01,18655.0
New York,"Croton-Harmon, New York",2007-01-01,39018.0
New York,"Croton-Harmon, New York",2008-01-01,39893.0
New York,"Croton-Harmon, New York",2009-01-01,42003.0
New York,"Croton-Harmon, New York",2010-01-01,41570.0
New York,"Croton-Harmon, New York",2011-01-01,42562.0
New York,"Croton-Harmon, New York",2012-01-01,45578.0
New York,"Croton-Harmon, New York",2013-01-01,48694.0
New York,"Croton-Harmon, New York",2014-01-01,50321.0
New York,"Croton-Harmon, New York",2015-01-01,48773.0
New York,"Croton-Harmon, New York",2016-01-01,45685.0
New York,"Croton-Harmon, New York",2017-01-01,46057.0
New York,"Croton-Harmon, New York",2018-01-01,44932.0
New York,"Croton-Harmon, New York",2019-01-01,46403.0
New York,"Croton-Harmon, New York",2020-01-01,25891.0
New York,"Croton-Harmon, New York",2021-01-01,22123.0
New York,"Croton-Harmon, New York",2022-01-01,40834.0
Virginia,"Culpeper, Virginia",2005-01-01,1707.0
Virginia,"Culpeper, Virginia",2006-01-01,1993.0
Virginia,"Culpeper, Virginia",2007-01-01,4151.0
Virginia,"Culpeper, Virginia",2008-01-01,5166.0
Virginia,"Culpeper, Virginia",2009-01-01,4814.0
Virginia,"Culpeper, Virginia",2010-01-01,8848.0
Virginia,"Culpeper, Virginia",2011-01-01,10930.0
Virginia,"Culpeper, Virginia",2012-01-01,12608.0
Virginia,"Culpeper, Virginia",2013-01-01,13677.0
Virginia,"Culpeper, Virginia",2014-01-01,14257.0
Virginia,"Culpeper, Virginia",2015-01-01,14508.0
Virginia,"Culpeper, Virginia",2016-01-01,15088.0
Virginia,"Culpeper, Virginia",2017-01-01,15498.0
Virginia,"Culpeper, Virginia",2018-01-01,14509.0
Virginia,"Culpeper, Virginia",2019-01-01,16285.0
Virginia,"Culpeper, Virginia",2020-01-01,9119.0
Virginia,"Culpeper, Virginia",2021-01-01,7982.0
Virginia,"Culpeper, Virginia",2022-01-01,13816.0
Maryland,"Cumberland, Maryland",2005-01-01,3556.0
Maryland,"Cumberland, Maryland",2006-01-01,4036.0
Maryland,"Cumberland, Maryland",2007-01-01,9182.0
Maryland,"Cumberland, Maryland",2008-01-01,11257.0
Maryland,"Cumberland, Maryland",2009-01-01,11484.0
Maryland,"Cumberland, Maryland",2010-01-01,12492.0
Maryland,"Cumberland, Maryland",2011-01-01,11465.0
Maryland,"Cumberland, Maryland",2012-01-01,10963.0
Maryland,"Cumberland, Maryland",2013-01-01,11835.0
Maryland,"Cumberland, Maryland",2014-01-01,11760.0
Maryland,"Cumberland, Maryland",2015-01-01,11493.0
Maryland,"Cumberland, Maryland",2016-01-01,11628.0
Maryland,"Cumberland, Maryland",2017-01-01,11858.0
Maryland,"Cumberland, Maryland",2018-01-01,11019.0
Maryland,"Cumberland, Maryland",2019-01-01,10371.0
Maryland,"Cumberland, Maryland",2020-01-01,6347.0
Maryland,"Cumberland, Maryland",2021-01-01,5117.0
Maryland,"Cumberland, Maryland",2022-01-01,8350.0
Montana,"Cut Bank, Montana",2005-01-01,1169.0
Montana,"Cut Bank, Montana",2006-01-01,1313.0
Montana,"Cut Bank, Montana",2007-01-01,3030.0
Montana,"Cut Bank, Montana",2008-01-01,3455.0
Montana,"Cut Bank, Montana",2009-01-01,2931.0
Montana,"Cut Bank, Montana",2010-01-01,3363.0
Montana,"Cut Bank, Montana",2011-01-01,2985.0
Montana,"Cut Bank, Montana",2012-01-01,3236.0
Montana,"Cut Bank, Montana",2013-01-01,2920.0
Montana,"Cut Bank, Montana",2014-01-01,2353.0
Montana,"Cut Bank, Montana",2015-01-01,2144.0
Montana,"Cut Bank, Montana",2016-01-01,2547.0
Montana,"Cut Bank, Montana",2017-01-01,2544.0
Montana,"Cut Bank, Montana",2018-01-01,2396.0
Montana,"Cut Bank, Montana",2019-01-01,2071.0
Montana,"Cut Bank, Montana",2020-01-01,1204.0
Montana,"Cut Bank, Montana",2021-01-01,912.0
Montana,"Cut Bank, Montana",2022-01-01,1219.0
Florida,"Dade City, Florida",2005-01-01,77.0
Texas,"Dallas, Texas",2005-01-01,17977.0
Texas,"Dallas, Texas",2006-01-01,15789.0
Texas,"Dallas, Texas",2007-01-01,27374.0
Texas,"Dallas, Texas",2008-01-01,35860.0
Texas,"Dallas, Texas",2009-01-01,39592.0
Texas,"Dallas, Texas",2010-01-01,47053.0
Texas,"Dallas, Texas",2011-01-01,54498.0
Texas,"Dallas, Texas",2012-01-01,55764.0
Texas,"Dallas, Texas",2013-01-01,56564.0
Texas,"Dallas, Texas",2014-01-01,50180.0
Texas,"Dallas, Texas",2015-01-01,45132.0
Texas,"Dallas, Texas",2016-01-01,42118.0
Texas,"Dallas, Texas",2017-01-01,47488.0
Texas,"Dallas, Texas",2018-01-01,46453.0
Texas,"Dallas, Texas",2019-01-01,44238.0
Texas,"Dallas, Texas",2020-01-01,27272.0
Texas,"Dallas, Texas",2021-01-01,23202.0
Texas,"Dallas, Texas",2022-01-01,40197.0
Virginia,"Danville, Virginia",2005-01-01,1810.0
Virginia,"Danville, Virginia",2006-01-01,1814.0
Virginia,"Danville, Virginia",2007-01-01,4662.0
Virginia,"Danville, Virginia",2008-01-01,6141.0
Virginia,"Danville, Virginia",2009-01-01,5870.0
Virginia,"Danville, Virginia",2010-01-01,8658.0
Virginia,"Danville, Virginia",2011-01-01,9024.0
Virginia,"Danville, Virginia",2012-01-01,8228.0
Virginia,"Danville, Virginia",2013-01-01,9697.0
Virginia,"Danville, Virginia",2014-01-01,7741.0
Virginia,"Danville, Virginia",2015-01-01,7736.0
Virginia,"Danville, Virginia",2016-01-01,7209.0
Virginia,"Danville, Virginia",2017-01-01,6575.0
Virginia,"Danville, Virginia",2018-01-01,6934.0
Virginia,"Danville, Virginia",2019-01-01,7535.0
Virginia,"Danville, Virginia",2020-01-01,4869.0
Virginia,"Danville, Virginia",2021-01-01,3743.0
Virginia,"Danville, Virginia",2022-01-01,5765.0
California,"Davis, California",2005-01-01,171637.0
California,"Davis, California",2006-01-01,184526.0
California,"Davis, California",2007-01-01,401138.0
California,"Davis, California",2008-01-01,451995.0
California,"Davis, California",2009-01-01,434779.0
California,"Davis, California",2010-01-01,409611.0
California,"Davis, California",2011-01-01,443168.0
California,"Davis, California",2012-01-01,445416.0
California,"Davis, California",2013-01-01,424114.0
California,"Davis, California",2014-01-01,358350.0
California,"Davis, California",2015-01-01,372554.0
California,"Davis, California",2016-01-01,379073.0
California,"Davis, California",2017-01-01,375626.0
California,"Davis, California",2018-01-01,390060.0
California,"Davis, California",2019-01-01,380034.0
California,"Davis, California",2020-01-01,194029.0
California,"Davis, California",2021-01-01,70194.0
California,"Davis, California",2022-01-01,163636.0
Florida,"DeLand, Florida",2005-01-01,9782.0
Florida,"DeLand, Florida",2006-01-01,10269.0
Florida,"DeLand, Florida",2007-01-01,22077.0
Florida,"DeLand, Florida",2008-01-01,24854.0
Florida,"DeLand, Florida",2009-01-01,25965.0
Florida,"DeLand, Florida",2010-01-01,25982.0
Florida,"DeLand, Florida",2011-01-01,28663.0
Florida,"DeLand, Florida",2012-01-01,28553.0
Florida,"DeLand, Florida",2013-01-01,26502.0
Florida,"DeLand, Florida",2014-01-01,26063.0
Florida,"DeLand, Florida",2015-01-01,24310.0
Florida,"DeLand, Florida",2016-01-01,22374.0
Florida,"DeLand, Florida",2017-01-01,20827.0
Florida,"DeLand, Florida",2018-01-01,20677.0
Florida,"DeLand, Florida",2019-01-01,20453.0
Florida,"DeLand, Florida",2020-01-01,12338.0
Florida,"DeLand, Florida",2021-01-01,10433.0
Florida,"DeLand, Florida",2022-01-01,13442.0
Michigan,"Dearborn, Michigan",2005-01-01,35163.0
Michigan,"Dearborn, Michigan",2006-01-01,36314.0
Michigan,"Dearborn, Michigan",2007-01-01,72158.0
Michigan,"Dearborn, Michigan",2008-01-01,75840.0
Michigan,"Dearborn, Michigan",2009-01-01,72407.0
Michigan,"Dearborn, Michigan",2010-01-01,80502.0
Michigan,"Dearborn, Michigan",2011-01-01,85001.0
Michigan,"Dearborn, Michigan",2012-01-01,81417.0
Michigan,"Dearborn, Michigan",2013-01-01,81878.0
Michigan,"Dearborn, Michigan",2014-01-01,78871.0
Michigan,"Dearborn, Michigan",2015-01-01,76537.0
Michigan,"Dearborn, Michigan",2016-01-01,67243.0
Michigan,"Dearborn, Michigan",2017-01-01,72656.0
Michigan,"Dearborn, Michigan",2018-01-01,73337.0
Michigan,"Dearborn, Michigan",2019-01-01,74480.0
Michigan,"Dearborn, Michigan",2020-01-01,36622.0
Michigan,"Dearborn, Michigan",2021-01-01,26597.0
Michigan,"Dearborn, Michigan",2022-01-01,52850.0
Florida,"Deerfield Beach, Florida",2005-01-01,11716.0
Florida,"Deerfield Beach, Florida",2006-01-01,10541.0
Florida,"Deerfield Beach, Florida",2007-01-01,22218.0
Florida,"Deerfield Beach, Florida",2008-01-01,26044.0
Florida,"Deerfield Beach, Florida",2009-01-01,27506.0
Florida,"Deerfield Beach, Florida",2010-01-01,29955.0
Florida,"Deerfield Beach, Florida",2011-01-01,31338.0
Florida,"Deerfield Beach, Florida",2012-01-01,32180.0
Florida,"Deerfield Beach, Florida",2013-01-01,30048.0
Florida,"Deerfield Beach, Florida",2014-01-01,28404.0
Florida,"Deerfield Beach, Florida",2015-01-01,26777.0
Florida,"Deerfield Beach, Florida",2016-01-01,24524.0
Florida,"Deerfield Beach, Florida",2017-01-01,23836.0
Florida,"Deerfield Beach, Florida",2018-01-01,22230.0
Florida,"Deerfield Beach, Florida",2019-01-01,21066.0
Florida,"Deerfield Beach, Florida",2020-01-01,12262.0
Florida,"Deerfield Beach, Florida",2021-01-01,11094.0
Florida,"Deerfield Beach, Florida",2022-01-01,15142.0
Texas,"Del Rio, Texas",2005-01-01,623.0
Texas,"Del Rio, Texas",2006-01-01,845.0
Texas,"Del Rio, Texas",2007-01-01,1590.0
Texas,"Del Rio, Texas",2008-01-01,1665.0
Texas,"Del Rio, Texas",2009-01-01,1849.0
Texas,"Del Rio, Texas",2010-01-01,1881.0
Texas,"Del Rio, Texas",2011-01-01,2242.0
Texas,"Del Rio, Texas",2012-01-01,2175.0
Texas,"Del Rio, Texas",2013-01-01,2443.0
Texas,"Del Rio, Texas",2014-01-01,2385.0
Texas,"Del Rio, Texas",2015-01-01,1960.0
Texas,"Del Rio, Texas",2016-01-01,1939.0
Texas,"Del Rio, Texas",2017-01-01,1764.0
Texas,"Del Rio, Texas",2018-01-01,1695.0
Texas,"Del Rio, Texas",2019-01-01,1650.0
Texas,"Del Rio, Texas",2020-01-01,883.0
Texas,"Del Rio, Texas",2021-01-01,1751.0
Texas,"Del Rio, Texas",2022-01-01,2328.0
Florida,"Delray Beach, Florida",2005-01-01,3753.0
Florida,"Delray Beach, Florida",2006-01-01,3268.0
Florida,"Delray Beach, Florida",2007-01-01,8045.0
Florida,"Delray Beach, Florida",2008-01-01,9448.0
Florida,"Delray Beach, Florida",2009-01-01,10232.0
Florida,"Delray Beach, Florida",2010-01-01,11626.0
Florida,"Delray Beach, Florida",2011-01-01,12696.0
Florida,"Delray Beach, Florida",2012-01-01,13448.0
Florida,"Delray Beach, Florida",2013-01-01,13280.0
Florida,"Delray Beach, Florida",2014-01-01,13703.0
Florida,"Delray Beach, Florida",2015-01-01,14652.0
Florida,"Delray Beach, Florida",2016-01-01,13180.0
Florida,"Delray Beach, Florida",2017-01-01,13782.0
Florida,"Delray Beach, Florida",2018-01-01,13643.0
Florida,"Delray Beach, Florida",2019-01-01,14752.0
Florida,"Delray Beach, Florida",2020-01-01,8829.0
Florida,"Delray Beach, Florida",2021-01-01,7194.0
Florida,"Delray Beach, Florida",2022-01-01,10476.0
New Mexico,"Deming, New Mexico",2005-01-01,289.0
New Mexico,"Deming, New Mexico",2006-01-01,263.0
New Mexico,"Deming, New Mexico",2007-01-01,722.0
New Mexico,"Deming, New Mexico",2008-01-01,812.0
New Mexico,"Deming, New Mexico",2009-01-01,844.0
New Mexico,"Deming, New Mexico",2010-01-01,869.0
New Mexico,"Deming, New Mexico",2011-01-01,1047.0
New Mexico,"Deming, New Mexico",2012-01-01,1170.0
New Mexico,"Deming, New Mexico",2013-01-01,1382.0
New Mexico,"Deming, New Mexico",2014-01-01,1338.0
New Mexico,"Deming, New Mexico",2015-01-01,1453.0
New Mexico,"Deming, New Mexico",2016-01-01,1452.0
New Mexico,"Deming, New Mexico",2017-01-01,1469.0
New Mexico,"Deming, New Mexico",2018-01-01,1388.0
New Mexico,"Deming, New Mexico",2019-01-01,1295.0
New Mexico,"Deming, New Mexico",2020-01-01,828.0
New Mexico,"Deming, New Mexico",2021-01-01,989.0
New Mexico,"Deming, New Mexico",2022-01-01,1085.0
South Carolina,"Denmark, South Carolina",2005-01-01,2198.0
South Carolina,"Denmark, South Carolina",2006-01-01,2262.0
South Carolina,"Denmark, South Carolina",2007-01-01,4680.0
South Carolina,"Denmark, South Carolina",2008-01-01,4903.0
South Carolina,"Denmark, South Carolina",2009-01-01,4617.0
South Carolina,"Denmark, South Carolina",2010-01-01,4485.0
South Carolina,"Denmark, South Carolina",2011-01-01,4344.0
South Carolina,"Denmark, South Carolina",2012-01-01,4254.0
South Carolina,"Denmark, South Carolina",2013-01-01,4364.0
South Carolina,"Denmark, South Carolina",2014-01-01,4094.0
South Carolina,"Denmark, South Carolina",2015-01-01,3823.0
South Carolina,"Denmark, South Carolina",2016-01-01,3486.0
South Carolina,"Denmark, South Carolina",2017-01-01,3604.0
South Carolina,"Denmark, South Carolina",2018-01-01,3230.0
South Carolina,"Denmark, South Carolina",2019-01-01,3126.0
South Carolina,"Denmark, South Carolina",2020-01-01,1887.0
South Carolina,"Denmark, South Carolina",2021-01-01,1702.0
South Carolina,"Denmark, South Carolina",2022-01-01,2727.0
Colorado,"Denver, Colorado",2005-01-01,65194.0
Colorado,"Denver, Colorado",2006-01-01,61136.0
Colorado,"Denver, Colorado",2007-01-01,123273.0
Colorado,"Denver, Colorado",2008-01-01,129773.0
Colorado,"Denver, Colorado",2009-01-01,120236.0
Colorado,"Denver, Colorado",2010-01-01,128410.0
Colorado,"Denver, Colorado",2011-01-01,115342.0
Colorado,"Denver, Colorado",2012-01-01,113393.0
Colorado,"Denver, Colorado",2013-01-01,108124.0
Colorado,"Denver, Colorado",2014-01-01,111426.0
Colorado,"Denver, Colorado",2015-01-01,126403.0
Colorado,"Denver, Colorado",2016-01-01,139652.0
Colorado,"Denver, Colorado",2017-01-01,154706.0
Colorado,"Denver, Colorado",2018-01-01,143986.0
Colorado,"Denver, Colorado",2019-01-01,142974.0
Colorado,"Denver, Colorado",2020-01-01,89764.0
Colorado,"Denver, Colorado",2021-01-01,61216.0
Colorado,"Denver, Colorado",2022-01-01,104513.0
Minnesota,"Detroit Lakes, Minnesota",2005-01-01,1707.0
Minnesota,"Detroit Lakes, Minnesota",2006-01-01,1841.0
Minnesota,"Detroit Lakes, Minnesota",2007-01-01,4148.0
Minnesota,"Detroit Lakes, Minnesota",2008-01-01,4659.0
Minnesota,"Detroit Lakes, Minnesota",2009-01-01,4522.0
Minnesota,"Detroit Lakes, Minnesota",2010-01-01,4792.0
Minnesota,"Detroit Lakes, Minnesota",2011-01-01,3917.0
Minnesota,"Detroit Lakes, Minnesota",2012-01-01,4602.0
Minnesota,"Detroit Lakes, Minnesota",2013-01-01,5103.0
Minnesota,"Detroit Lakes, Minnesota",2014-01-01,4225.0
Minnesota,"Detroit Lakes, Minnesota",2015-01-01,4383.0
Minnesota,"Detroit Lakes, Minnesota",2016-01-01,5290.0
Minnesota,"Detroit Lakes, Minnesota",2017-01-01,4667.0
Minnesota,"Detroit Lakes, Minnesota",2018-01-01,4877.0
Minnesota,"Detroit Lakes, Minnesota",2019-01-01,4697.0
Minnesota,"Detroit Lakes, Minnesota",2020-01-01,3150.0
Minnesota,"Detroit Lakes, Minnesota",2021-01-01,2410.0
Minnesota,"Detroit Lakes, Minnesota",2022-01-01,3123.0
Michigan,"Detroit, Michigan",2005-01-01,28585.0
Michigan,"Detroit, Michigan",2006-01-01,27642.0
Michigan,"Detroit, Michigan",2007-01-01,56548.0
Michigan,"Detroit, Michigan",2008-01-01,59973.0
Michigan,"Detroit, Michigan",2009-01-01,60684.0
Michigan,"Detroit, Michigan",2010-01-01,67971.0
Michigan,"Detroit, Michigan",2011-01-01,69085.0
Michigan,"Detroit, Michigan",2012-01-01,66571.0
Michigan,"Detroit, Michigan",2013-01-01,70626.0
Michigan,"Detroit, Michigan",2014-01-01,62827.0
Michigan,"Detroit, Michigan",2015-01-01,61497.0
Michigan,"Detroit, Michigan",2016-01-01,50993.0
Michigan,"Detroit, Michigan",2017-01-01,62128.0
Michigan,"Detroit, Michigan",2018-01-01,66143.0
Michigan,"Detroit, Michigan",2019-01-01,72059.0
Michigan,"Detroit, Michigan",2020-01-01,39252.0
Michigan,"Detroit, Michigan",2021-01-01,29663.0
Michigan,"Detroit, Michigan",2022-01-01,54304.0
North Dakota,"Devils Lake, North Dakota",2005-01-01,3017.0
North Dakota,"Devils Lake, North Dakota",2006-01-01,3101.0
North Dakota,"Devils Lake, North Dakota",2007-01-01,6536.0
North Dakota,"Devils Lake, North Dakota",2008-01-01,6860.0
North Dakota,"Devils Lake, North Dakota",2009-01-01,5740.0
North Dakota,"Devils Lake, North Dakota",2010-01-01,6148.0
North Dakota,"Devils Lake, North Dakota",2011-01-01,4569.0
North Dakota,"Devils Lake, North Dakota",2012-01-01,5505.0
North Dakota,"Devils Lake, North Dakota",2013-01-01,5142.0
North Dakota,"Devils Lake, North Dakota",2014-01-01,3555.0
North Dakota,"Devils Lake, North Dakota",2015-01-01,3512.0
North Dakota,"Devils Lake, North Dakota",2016-01-01,4223.0
North Dakota,"Devils Lake, North Dakota",2017-01-01,4506.0
