State,Station,Year,Ridership
Maryland,"Aberdeen, Maryland",2005-01-01,23438.0
Maryland,"Aberdeen, Maryland",2006-01-01,18008.0
Maryland,"Aberdeen, Maryland",2007-01-01,38702.0
Maryland,"Aberdeen, Maryland",2008-01-01,45052.0
Maryland,"Aberdeen, Maryland",2009-01-01,44495.0
Maryland,"Aberdeen, Maryland",2010-01-01,41114.0
Maryland,"Aberdeen, Maryland",2011-01-01,39878.0
Maryland,"Aberdeen, Maryland",2012-01-01,43987.0
Maryland,"Aberdeen, Maryland",2013-01-01,43968.0
Maryland,"Aberdeen, Maryland",2014-01-01,42345.0
Maryland,"Aberdeen, Maryland",2015-01-01,53883.0
Maryland,"Aberdeen, Maryland",2016-01-01,59225.0
Maryland,"Aberdeen, Maryland",2017-01-01,55387.0
Maryland,"Aberdeen, Maryland",2018-01-01,56285.0
Maryland,"Aberdeen, Maryland",2019-01-01,35483.0
Maryland,"Aberdeen, Maryland",2020-01-01,16891.0
Maryland,"Aberdeen, Maryland",2021-01-01,13841.0
Maryland,"Aberdeen, Maryland",2022-01-01,32935.0
Ohio,"Akron, Ohio",2005-01-01,1333.0
Oregon,"Albany, Oregon",2005-01-01,12469.0
Oregon,"Albany, Oregon",2006-01-01,13084.0
Oregon,"Albany, Oregon",2007-01-01,30756.0
Oregon,"Albany, Oregon",2008-01-01,31870.0
Oregon,"Albany, Oregon",2009-01-01,35735.0
Oregon,"Albany, Oregon",2010-01-01,38359.0
Oregon,"Albany, Oregon",2011-01-01,38693.0
Oregon,"Albany, Oregon",2012-01-01,39682.0
Oregon,"Albany, Oregon",2013-01-01,40208.0
Oregon,"Albany, Oregon",2014-01-01,35100.0
Oregon,"Albany, Oregon",2015-01-01,32503.0
Oregon,"Albany, Oregon",2016-01-01,33656.0
Oregon,"Albany, Oregon",2017-01-01,33933.0
Oregon,"Albany, Oregon",2018-01-01,30782.0
Oregon,"Albany, Oregon",2019-01-01,32856.0
Oregon,"Albany, Oregon",2020-01-01,19082.0
Oregon,"Albany, Oregon",2021-01-01,13918.0
Oregon,"Albany, Oregon",2022-01-01,26256.0
New York,"Albany-Rensselaer, New York",2005-01-01,366946.0
New York,"Albany-Rensselaer, New York",2006-01-01,382263.0
New York,"Albany-Rensselaer, New York",2007-01-01,774458.0
New York,"Albany-Rensselaer, New York",2008-01-01,830740.0
New York,"Albany-Rensselaer, New York",2009-01-01,723913.0
New York,"Albany-Rensselaer, New York",2010-01-01,737259.0
New York,"Albany-Rensselaer, New York",2011-01-01,769626.0
New York,"Albany-Rensselaer, New York",2012-01-01,769413.0
New York,"Albany-Rensselaer, New York",2013-01-01,764898.0
New York,"Albany-Rensselaer, New York",2014-01-01,781597.0
New York,"Albany-Rensselaer, New York",2015-01-01,825353.0
New York,"Albany-Rensselaer, New York",2016-01-01,855176.0
New York,"Albany-Rensselaer, New York",2017-01-01,803348.0
New York,"Albany-Rensselaer, New York",2018-01-01,800368.0
New York,"Albany-Rensselaer, New York",2019-01-01,806960.0
New York,"Albany-Rensselaer, New York",2020-01-01,450965.0
New York,"Albany-Rensselaer, New York",2021-01-01,379209.0
New York,"Albany-Rensselaer, New York",2022-01-01,640353.0
Indiana,"Albany/Rensselaer, Indiana",2006-01-01,533.0
Indiana,"Albany/Rensselaer, Indiana",2007-01-01,1630.0
Indiana,"Albany/Rensselaer, Indiana",2008-01-01,1830.0
Indiana,"Albany/Rensselaer, Indiana",2009-01-01,1820.0
Indiana,"Albany/Rensselaer, Indiana",2010-01-01,1848.0
Indiana,"Albany/Rensselaer, Indiana",2011-01-01,2042.0
Indiana,"Albany/Rensselaer, Indiana",2012-01-01,2342.0
Indiana,"Albany/Rensselaer, Indiana",2013-01-01,2239.0
Indiana,"Albany/Rensselaer, Indiana",2014-01-01,2154.0
Indiana,"Albany/Rensselaer, Indiana",2015-01-01,2090.0
Indiana,"Albany/Rensselaer, Indiana",2016-01-01,1963.0
Indiana,"Albany/Rensselaer, Indiana",2017-01-01,2188.0
Indiana,"Albany/Rensselaer, Indiana",2018-01-01,1816.0
Michigan,"Albion, Michigan",2005-01-01,888.0
Michigan,"Albion, Michigan",2006-01-01,689.0
Michigan,"Albion, Michigan",2007-01-01,1490.0
Michigan,"Albion, Michigan",2008-01-01,1817.0
Michigan,"Albion, Michigan",2009-01-01,1539.0
Michigan,"Albion, Michigan",2010-01-01,1636.0
Michigan,"Albion, Michigan",2011-01-01,1625.0
Michigan,"Albion, Michigan",2012-01-01,1980.0
Michigan,"Albion, Michigan",2013-01-01,1932.0
Michigan,"Albion, Michigan",2014-01-01,1727.0
Michigan,"Albion, Michigan",2015-01-01,1816.0
Michigan,"Albion, Michigan",2016-01-01,1603.0
Michigan,"Albion, Michigan",2017-01-01,2194.0
Michigan,"Albion, Michigan",2018-01-01,883.0
Michigan,"Albion, Michigan",2019-01-01,447.0
Michigan,"Albion, Michigan",2020-01-01,1344.0
Michigan,"Albion, Michigan",2021-01-01,1231.0
Michigan,"Albion, Michigan",2022-01-01,1890.0
New Mexico,"Albuquerque, New Mexico",2005-01-01,31699.0
New Mexico,"Albuquerque, New Mexico",2006-01-01,32371.0
New Mexico,"Albuquerque, New Mexico",2007-01-01,66946.0
New Mexico,"Albuquerque, New Mexico",2008-01-01,72434.0
New Mexico,"Albuquerque, New Mexico",2009-01-01,67751.0
New Mexico,"Albuquerque, New Mexico",2010-01-01,71848.0
New Mexico,"Albuquerque, New Mexico",2011-01-01,75779.0
New Mexico,"Albuquerque, New Mexico",2012-01-01,78324.0
New Mexico,"Albuquerque, New Mexico",2013-01-01,78126.0
New Mexico,"Albuquerque, New Mexico",2014-01-01,77021.0
New Mexico,"Albuquerque, New Mexico",2015-01-01,79078.0
New Mexico,"Albuquerque, New Mexico",2016-01-01,77209.0
New Mexico,"Albuquerque, New Mexico",2017-01-01,75926.0
New Mexico,"Albuquerque, New Mexico",2018-01-01,65539.0
New Mexico,"Albuquerque, New Mexico",2019-01-01,67354.0
New Mexico,"Albuquerque, New Mexico",2020-01-01,38315.0
New Mexico,"Albuquerque, New Mexico",2021-01-01,25821.0
New Mexico,"Albuquerque, New Mexico",2022-01-01,41692.0
West Virginia,"Alderson, West Virginia",2005-01-01,256.0
West Virginia,"Alderson, West Virginia",2006-01-01,279.0
West Virginia,"Alderson, West Virginia",2007-01-01,475.0
West Virginia,"Alderson, West Virginia",2008-01-01,550.0
West Virginia,"Alderson, West Virginia",2009-01-01,624.0
West Virginia,"Alderson, West Virginia",2010-01-01,705.0
West Virginia,"Alderson, West Virginia",2011-01-01,659.0
West Virginia,"Alderson, West Virginia",2012-01-01,603.0
West Virginia,"Alderson, West Virginia",2013-01-01,586.0
West Virginia,"Alderson, West Virginia",2014-01-01,551.0
West Virginia,"Alderson, West Virginia",2015-01-01,432.0
West Virginia,"Alderson, West Virginia",2016-01-01,449.0
West Virginia,"Alderson, West Virginia",2017-01-01,449.0
West Virginia,"Alderson, West Virginia",2018-01-01,433.0
West Virginia,"Alderson, West Virginia",2019-01-01,578.0
West Virginia,"Alderson, West Virginia",2020-01-01,198.0
West Virginia,"Alderson, West Virginia",2021-01-01,271.0
West Virginia,"Alderson, West Virginia",2022-01-01,315.0
Virginia,"Alexandria, Virginia",2005-01-01,41383.0
Virginia,"Alexandria, Virginia",2006-01-01,42703.0
Virginia,"Alexandria, Virginia",2007-01-01,97734.0
Virginia,"Alexandria, Virginia",2008-01-01,120153.0
Virginia,"Alexandria, Virginia",2009-01-01,120815.0
Virginia,"Alexandria, Virginia",2010-01-01,139837.0
Virginia,"Alexandria, Virginia",2011-01-01,161687.0
Virginia,"Alexandria, Virginia",2012-01-01,169746.0
Virginia,"Alexandria, Virginia",2013-01-01,180063.0
Virginia,"Alexandria, Virginia",2014-01-01,180409.0
Virginia,"Alexandria, Virginia",2015-01-01,186841.0
Virginia,"Alexandria, Virginia",2016-01-01,190185.0
Virginia,"Alexandria, Virginia",2017-01-01,200373.0
Virginia,"Alexandria, Virginia",2018-01-01,188961.0
Virginia,"Alexandria, Virginia",2019-01-01,201535.0
Virginia,"Alexandria, Virginia",2020-01-01,112231.0
Virginia,"Alexandria, Virginia",2021-01-01,100838.0
Virginia,"Alexandria, Virginia",2022-01-01,211971.0
Ohio,"Alliance, Ohio",2005-01-01,1445.0
Ohio,"Alliance, Ohio",2006-01-01,1694.0
Ohio,"Alliance, Ohio",2007-01-01,3402.0
Ohio,"Alliance, Ohio",2008-01-01,3720.0
Ohio,"Alliance, Ohio",2009-01-01,3364.0
Ohio,"Alliance, Ohio",2010-01-01,3641.0
Ohio,"Alliance, Ohio",2011-01-01,3824.0
Ohio,"Alliance, Ohio",2012-01-01,4373.0
Ohio,"Alliance, Ohio",2013-01-01,4538.0
Ohio,"Alliance, Ohio",2014-01-01,4691.0
Ohio,"Alliance, Ohio",2015-01-01,4714.0
Ohio,"Alliance, Ohio",2016-01-01,5191.0
Ohio,"Alliance, Ohio",2017-01-01,5020.0
Ohio,"Alliance, Ohio",2018-01-01,4501.0
Ohio,"Alliance, Ohio",2019-01-01,4309.0
Ohio,"Alliance, Ohio",2020-01-01,2529.0
Ohio,"Alliance, Ohio",2021-01-01,2040.0
Ohio,"Alliance, Ohio",2022-01-01,3132.0
Texas,"Alpine, Texas",2005-01-01,798.0
Texas,"Alpine, Texas",2006-01-01,916.0
Texas,"Alpine, Texas",2007-01-01,2659.0
Texas,"Alpine, Texas",2008-01-01,3519.0
Texas,"Alpine, Texas",2009-01-01,3497.0
Texas,"Alpine, Texas",2010-01-01,3862.0
Texas,"Alpine, Texas",2011-01-01,4322.0
Texas,"Alpine, Texas",2012-01-01,4416.0
Texas,"Alpine, Texas",2013-01-01,4921.0
Texas,"Alpine, Texas",2014-01-01,4756.0
Texas,"Alpine, Texas",2015-01-01,4969.0
Texas,"Alpine, Texas",2016-01-01,4943.0
Texas,"Alpine, Texas",2017-01-01,4999.0
Texas,"Alpine, Texas",2018-01-01,5311.0
Texas,"Alpine, Texas",2019-01-01,5242.0
Texas,"Alpine, Texas",2020-01-01,3010.0
Texas,"Alpine, Texas",2021-01-01,3039.0
Texas,"Alpine, Texas",2022-01-01,3593.0
Illinois,"Alton, Illinois",2005-01-01,16683.0
Illinois,"Alton, Illinois",2006-01-01,17863.0
Illinois,"Alton, Illinois",2007-01-01,46717.0
Illinois,"Alton, Illinois",2008-01-01,53741.0
Illinois,"Alton, Illinois",2009-01-01,57974.0
Illinois,"Alton, Illinois",2010-01-01,64674.0
Illinois,"Alton, Illinois",2011-01-01,50220.0
Illinois,"Alton, Illinois",2012-01-01,63027.0
Illinois,"Alton, Illinois",2013-01-01,73043.0
Illinois,"Alton, Illinois",2014-01-01,68584.0
Illinois,"Alton, Illinois",2015-01-01,61249.0
Illinois,"Alton, Illinois",2016-01-01,59809.0
Illinois,"Alton, Illinois",2017-01-01,64420.0
Illinois,"Alton, Illinois",2018-01-01,67225.0
Illinois,"Alton, Illinois",2019-01-01,63310.0
Illinois,"Alton, Illinois",2020-01-01,29749.0
Illinois,"Alton, Illinois",2021-01-01,23178.0
Illinois,"Alton, Illinois",2022-01-01,49368.0
Pennsylvania,"Altoona, Pennsylvania",2005-01-01,10095.0
Pennsylvania,"Altoona, Pennsylvania",2006-01-01,10450.0
Pennsylvania,"Altoona, Pennsylvania",2007-01-01,23909.0
Pennsylvania,"Altoona, Pennsylvania",2008-01-01,25415.0
Pennsylvania,"Altoona, Pennsylvania",2009-01-01,26669.0
Pennsylvania,"Altoona, Pennsylvania",2010-01-01,25185.0
Pennsylvania,"Altoona, Pennsylvania",2011-01-01,25800.0
Pennsylvania,"Altoona, Pennsylvania",2012-01-01,26978.0
Pennsylvania,"Altoona, Pennsylvania",2013-01-01,26025.0
Pennsylvania,"Altoona, Pennsylvania",2014-01-01,26506.0
Pennsylvania,"Altoona, Pennsylvania",2015-01-01,25175.0
Pennsylvania,"Altoona, Pennsylvania",2016-01-01,22164.0
Pennsylvania,"Altoona, Pennsylvania",2017-01-01,21705.0
Pennsylvania,"Altoona, Pennsylvania",2018-01-01,19574.0
Pennsylvania,"Altoona, Pennsylvania",2019-01-01,18689.0
Pennsylvania,"Altoona, Pennsylvania",2020-01-01,10892.0
Pennsylvania,"Altoona, Pennsylvania",2021-01-01,10281.0
Pennsylvania,"Altoona, Pennsylvania",2022-01-01,15142.0
Massachusetts,"Amherst, Massachusetts",2005-01-01,4464.0
Massachusetts,"Amherst, Massachusetts",2006-01-01,4041.0
Massachusetts,"Amherst, Massachusetts",2007-01-01,11432.0
Massachusetts,"Amherst, Massachusetts",2008-01-01,12679.0
Massachusetts,"Amherst, Massachusetts",2009-01-01,13581.0
Massachusetts,"Amherst, Massachusetts",2010-01-01,14600.0
Massachusetts,"Amherst, Massachusetts",2011-01-01,12238.0
Massachusetts,"Amherst, Massachusetts",2012-01-01,12945.0
Massachusetts,"Amherst, Massachusetts",2013-01-01,13357.0
Massachusetts,"Amherst, Massachusetts",2014-01-01,14124.0
Massachusetts,"Amherst, Massachusetts",2015-01-01,4206.0
New York,"Amsterdam, New York",2005-01-01,3139.0
New York,"Amsterdam, New York",2006-01-01,3307.0
New York,"Amsterdam, New York",2007-01-01,7445.0
New York,"Amsterdam, New York",2008-01-01,7948.0
New York,"Amsterdam, New York",2009-01-01,7628.0
New York,"Amsterdam, New York",2010-01-01,9174.0
New York,"Amsterdam, New York",2011-01-01,8682.0
New York,"Amsterdam, New York",2012-01-01,9197.0
New York,"Amsterdam, New York",2013-01-01,10694.0
New York,"Amsterdam, New York",2014-01-01,11119.0
New York,"Amsterdam, New York",2015-01-01,11155.0
New York,"Amsterdam, New York",2016-01-01,10410.0
New York,"Amsterdam, New York",2017-01-01,10475.0
New York,"Amsterdam, New York",2018-01-01,9676.0
New York,"Amsterdam, New York",2019-01-01,11183.0
New York,"Amsterdam, New York",2020-01-01,7909.0
New York,"Amsterdam, New York",2021-01-01,9139.0
New York,"Amsterdam, New York",2022-01-01,11900.0
California,"Anaheim, California",2005-01-01,157609.0
California,"Anaheim, California",2006-01-01,163067.0
California,"Anaheim, California",2007-01-01,332125.0
California,"Anaheim, California",2008-01-01,357906.0
California,"Anaheim, California",2009-01-01,335562.0
California,"Anaheim, California",2010-01-01,331666.0
California,"Anaheim, California",2011-01-01,352363.0
California,"Anaheim, California",2012-01-01,358810.0
California,"Anaheim, California",2013-01-01,342284.0
California,"Anaheim, California",2014-01-01,254066.0
California,"Anaheim, California",2015-01-01,270819.0
California,"Anaheim, California",2016-01-01,282700.0
California,"Anaheim, California",2017-01-01,287415.0
California,"Anaheim, California",2018-01-01,281379.0
California,"Anaheim, California",2019-01-01,239471.0
California,"Anaheim, California",2020-01-01,112054.0
California,"Anaheim, California",2021-01-01,71651.0
California,"Anaheim, California",2022-01-01,158796.0
Michigan,"Ann Arbor, Michigan",2005-01-01,64904.0
Michigan,"Ann Arbor, Michigan",2006-01-01,70948.0
Michigan,"Ann Arbor, Michigan",2007-01-01,144114.0
Michigan,"Ann Arbor, Michigan",2008-01-01,148594.0
Michigan,"Ann Arbor, Michigan",2009-01-01,133454.0
Michigan,"Ann Arbor, Michigan",2010-01-01,140735.0
Michigan,"Ann Arbor, Michigan",2011-01-01,148911.0
Michigan,"Ann Arbor, Michigan",2012-01-01,144707.0
Michigan,"Ann Arbor, Michigan",2013-01-01,158717.0
Michigan,"Ann Arbor, Michigan",2014-01-01,144120.0
Michigan,"Ann Arbor, Michigan",2015-01-01,143130.0
Michigan,"Ann Arbor, Michigan",2016-01-01,129186.0
Michigan,"Ann Arbor, Michigan",2017-01-01,146613.0
Michigan,"Ann Arbor, Michigan",2018-01-01,158101.0
Michigan,"Ann Arbor, Michigan",2019-01-01,156462.0
Michigan,"Ann Arbor, Michigan",2020-01-01,77886.0
Michigan,"Ann Arbor, Michigan",2021-01-01,46746.0
Michigan,"Ann Arbor, Michigan",2022-01-01,122757.0
Alabama,"Anniston, Alabama",2005-01-01,2419.0
Alabama,"Anniston, Alabama",2006-01-01,1907.0
Alabama,"Anniston, Alabama",2007-01-01,4652.0
Alabama,"Anniston, Alabama",2008-01-01,5181.0
Alabama,"Anniston, Alabama",2009-01-01,4909.0
Alabama,"Anniston, Alabama",2010-01-01,5955.0
Alabama,"Anniston, Alabama",2011-01-01,6694.0
Alabama,"Anniston, Alabama",2012-01-01,6209.0
Alabama,"Anniston, Alabama",2013-01-01,5835.0
Alabama,"Anniston, Alabama",2014-01-01,5200.0
Alabama,"Anniston, Alabama",2015-01-01,5085.0
Alabama,"Anniston, Alabama",2016-01-01,4871.0
Alabama,"Anniston, Alabama",2017-01-01,4255.0
Alabama,"Anniston, Alabama",2018-01-01,3833.0
Alabama,"Anniston, Alabama",2019-01-01,4244.0
Alabama,"Anniston, Alabama",2020-01-01,2369.0
Alabama,"Anniston, Alabama",2021-01-01,1948.0
Alabama,"Anniston, Alabama",2022-01-01,2486.0
California,"Antioch-Pittsburg, California",2005-01-01,9455.0
California,"Antioch-Pittsburg, California",2006-01-01,10557.0
California,"Antioch-Pittsburg, California",2007-01-01,24416.0
California,"Antioch-Pittsburg, California",2008-01-01,29129.0
California,"Antioch-Pittsburg, California",2009-01-01,28889.0
California,"Antioch-Pittsburg, California",2010-01-01,34417.0
California,"Antioch-Pittsburg, California",2011-01-01,34794.0
California,"Antioch-Pittsburg, California",2012-01-01,39001.0
California,"Antioch-Pittsburg, California",2013-01-01,43953.0
California,"Antioch-Pittsburg, California",2014-01-01,43231.0
California,"Antioch-Pittsburg, California",2015-01-01,43217.0
California,"Antioch-Pittsburg, California",2016-01-01,39995.0
California,"Antioch-Pittsburg, California",2017-01-01,38103.0
California,"Antioch-Pittsburg, California",2018-01-01,35345.0
California,"Antioch-Pittsburg, California",2019-01-01,34615.0
California,"Antioch-Pittsburg, California",2020-01-01,22331.0
California,"Antioch-Pittsburg, California",2021-01-01,19035.0
California,"Antioch-Pittsburg, California",2022-01-01,24262.0
Missouri,"Arcadia, Missouri",2016-01-01,0.0
Missouri,"Arcadia, Missouri",2017-01-01,1137.0
Missouri,"Arcadia, Missouri",2018-01-01,1018.0
Missouri,"Arcadia, Missouri",2019-01-01,1144.0
Missouri,"Arcadia, Missouri",2020-01-01,788.0
Missouri,"Arcadia, Missouri",2021-01-01,577.0
Missouri,"Arcadia, Missouri",2022-01-01,876.0
Oklahoma,"Ardmore, Oklahoma",2005-01-01,5196.0
Oklahoma,"Ardmore, Oklahoma",2006-01-01,4506.0
Oklahoma,"Ardmore, Oklahoma",2007-01-01,9642.0
Oklahoma,"Ardmore, Oklahoma",2008-01-01,8607.0
Oklahoma,"Ardmore, Oklahoma",2009-01-01,9094.0
Oklahoma,"Ardmore, Oklahoma",2010-01-01,9324.0
Oklahoma,"Ardmore, Oklahoma",2011-01-01,9941.0
Oklahoma,"Ardmore, Oklahoma",2012-01-01,10278.0
Oklahoma,"Ardmore, Oklahoma",2013-01-01,9729.0
Oklahoma,"Ardmore, Oklahoma",2014-01-01,9053.0
Oklahoma,"Ardmore, Oklahoma",2015-01-01,7967.0
Oklahoma,"Ardmore, Oklahoma",2016-01-01,7218.0
Oklahoma,"Ardmore, Oklahoma",2017-01-01,7287.0
Oklahoma,"Ardmore, Oklahoma",2018-01-01,6918.0
Oklahoma,"Ardmore, Oklahoma",2019-01-01,6614.0
Oklahoma,"Ardmore, Oklahoma",2020-01-01,4435.0
Oklahoma,"Ardmore, Oklahoma",2021-01-01,4110.0
Oklahoma,"Ardmore, Oklahoma",2022-01-01,4871.0
Pennsylvania,"Ardmore, Pennsylvania",2005-01-01,20340.0
Pennsylvania,"Ardmore, Pennsylvania",2006-01-01,22378.0
Pennsylvania,"Ardmore, Pennsylvania",2007-01-01,40581.0
Pennsylvania,"Ardmore, Pennsylvania",2008-01-01,46333.0
Pennsylvania,"Ardmore, Pennsylvania",2009-01-01,47775.0
Pennsylvania,"Ardmore, Pennsylvania",2010-01-01,53245.0
Pennsylvania,"Ardmore, Pennsylvania",2011-01-01,53363.0
Pennsylvania,"Ardmore, Pennsylvania",2012-01-01,59589.0
Pennsylvania,"Ardmore, Pennsylvania",2013-01-01,67942.0
Pennsylvania,"Ardmore, Pennsylvania",2014-01-01,56943.0
Pennsylvania,"Ardmore, Pennsylvania",2015-01-01,61587.0
Pennsylvania,"Ardmore, Pennsylvania",2016-01-01,68274.0
Pennsylvania,"Ardmore, Pennsylvania",2017-01-01,66497.0
Pennsylvania,"Ardmore, Pennsylvania",2018-01-01,63923.0
Pennsylvania,"Ardmore, Pennsylvania",2019-01-01,68617.0
Pennsylvania,"Ardmore, Pennsylvania",2020-01-01,34001.0
Pennsylvania,"Ardmore, Pennsylvania",2021-01-01,14262.0
Pennsylvania,"Ardmore, Pennsylvania",2022-01-01,38570.0
Arkansas,"Arkadelphia, Arkansas",2005-01-01,481.0
Arkansas,"Arkadelphia, Arkansas",2006-01-01,493.0
Arkansas,"Arkadelphia, Arkansas",2007-01-01,1130.0
Arkansas,"Arkadelphia, Arkansas",2008-01-01,1480.0
Arkansas,"Arkadelphia, Arkansas",2009-01-01,1365.0
Arkansas,"Arkadelphia, Arkansas",2010-01-01,1486.0
Arkansas,"Arkadelphia, Arkansas",2011-01-01,1574.0
Arkansas,"Arkadelphia, Arkansas",2012-01-01,1602.0
Arkansas,"Arkadelphia, Arkansas",2013-01-01,1787.0
Arkansas,"Arkadelphia, Arkansas",2014-01-01,1527.0
Arkansas,"Arkadelphia, Arkansas",2015-01-01,1308.0
Arkansas,"Arkadelphia, Arkansas",2016-01-01,1177.0
Arkansas,"Arkadelphia, Arkansas",2017-01-01,1390.0
Arkansas,"Arkadelphia, Arkansas",2018-01-01,1433.0
Arkansas,"Arkadelphia, Arkansas",2019-01-01,1389.0
Arkansas,"Arkadelphia, Arkansas",2020-01-01,811.0
Arkansas,"Arkadelphia, Arkansas",2021-01-01,587.0
Arkansas,"Arkadelphia, Arkansas",2022-01-01,956.0
Kentucky,"Ashland, Kentucky",2005-01-01,1259.0
Kentucky,"Ashland, Kentucky",2006-01-01,1579.0
Kentucky,"Ashland, Kentucky",2007-01-01,2829.0
Kentucky,"Ashland, Kentucky",2008-01-01,2909.0
Kentucky,"Ashland, Kentucky",2009-01-01,2925.0
Kentucky,"Ashland, Kentucky",2010-01-01,2771.0
Kentucky,"Ashland, Kentucky",2011-01-01,2820.0
Kentucky,"Ashland, Kentucky",2012-01-01,2999.0
Kentucky,"Ashland, Kentucky",2013-01-01,3007.0
Kentucky,"Ashland, Kentucky",2014-01-01,2784.0
Kentucky,"Ashland, Kentucky",2015-01-01,2581.0
Kentucky,"Ashland, Kentucky",2016-01-01,2358.0
Kentucky,"Ashland, Kentucky",2017-01-01,2419.0
Kentucky,"Ashland, Kentucky",2018-01-01,2157.0
Kentucky,"Ashland, Kentucky",2019-01-01,1965.0
Kentucky,"Ashland, Kentucky",2020-01-01,1210.0
Kentucky,"Ashland, Kentucky",2021-01-01,1165.0
Kentucky,"Ashland, Kentucky",2022-01-01,1350.0
Virginia,"Ashland, Virginia",2005-01-01,6845.0
Virginia,"Ashland, Virginia",2006-01-01,5957.0
Virginia,"Ashland, Virginia",2007-01-01,12909.0
Virginia,"Ashland, Virginia",2008-01-01,16497.0
Virginia,"Ashland, Virginia",2009-01-01,16634.0
Virginia,"Ashland, Virginia",2010-01-01,19163.0
Virginia,"Ashland, Virginia",2011-01-01,22359.0
Virginia,"Ashland, Virginia",2012-01-01,24041.0
Virginia,"Ashland, Virginia",2013-01-01,28421.0
Virginia,"Ashland, Virginia",2014-01-01,27977.0
Virginia,"Ashland, Virginia",2015-01-01,28141.0
Virginia,"Ashland, Virginia",2016-01-01,28075.0
Virginia,"Ashland, Virginia",2017-01-01,30892.0
Virginia,"Ashland, Virginia",2018-01-01,29077.0
Virginia,"Ashland, Virginia",2019-01-01,29924.0
Virginia,"Ashland, Virginia",2020-01-01,15585.0
Virginia,"Ashland, Virginia",2021-01-01,8617.0
Virginia,"Ashland, Virginia",2022-01-01,21894.0
Georgia,"Atlanta, Georgia",2005-01-01,44229.0
Georgia,"Atlanta, Georgia",2006-01-01,48291.0
Georgia,"Atlanta, Georgia",2007-01-01,97594.0
Georgia,"Atlanta, Georgia",2008-01-01,101084.0
Georgia,"Atlanta, Georgia",2009-01-01,96453.0
Georgia,"Atlanta, Georgia",2010-01-01,112364.0
Georgia,"Atlanta, Georgia",2011-01-01,114938.0
Georgia,"Atlanta, Georgia",2012-01-01,104854.0
Georgia,"Atlanta, Georgia",2013-01-01,99005.0
Georgia,"Atlanta, Georgia",2014-01-01,95630.0
Georgia,"Atlanta, Georgia",2015-01-01,85252.0
Georgia,"Atlanta, Georgia",2016-01-01,79915.0
Georgia,"Atlanta, Georgia",2017-01-01,77751.0
Georgia,"Atlanta, Georgia",2018-01-01,72197.0
Georgia,"Atlanta, Georgia",2019-01-01,68112.0
Georgia,"Atlanta, Georgia",2020-01-01,41277.0
Georgia,"Atlanta, Georgia",2021-01-01,34941.0
Georgia,"Atlanta, Georgia",2022-01-01,49579.0
Alabama,"Atmore, Alabama",2005-01-01,115.0
California,"Auburn, California",2005-01-01,16707.0
California,"Auburn, California",2006-01-01,16687.0
California,"Auburn, California",2007-01-01,32194.0
California,"Auburn, California",2008-01-01,39023.0
California,"Auburn, California",2009-01-01,31765.0
California,"Auburn, California",2010-01-01,31092.0
California,"Auburn, California",2011-01-01,29438.0
California,"Auburn, California",2012-01-01,28396.0
California,"Auburn, California",2013-01-01,49686.0
California,"Auburn, California",2014-01-01,16383.0
California,"Auburn, California",2015-01-01,14779.0
California,"Auburn, California",2016-01-01,15732.0
California,"Auburn, California",2017-01-01,13352.0
California,"Auburn, California",2018-01-01,14243.0
California,"Auburn, California",2019-01-01,15325.0
California,"Auburn, California",2020-01-01,6730.0
California,"Auburn, California",2021-01-01,1587.0
California,"Auburn, California",2022-01-01,5357.0
Texas,"Austin, Texas",2005-01-01,10754.0
Texas,"Austin, Texas",2006-01-01,10547.0
Texas,"Austin, Texas",2007-01-01,19388.0
Texas,"Austin, Texas",2008-01-01,23829.0
Texas,"Austin, Texas",2009-01-01,25404.0
Texas,"Austin, Texas",2010-01-01,31968.0
Texas,"Austin, Texas",2011-01-01,39167.0
Texas,"Austin, Texas",2012-01-01,41638.0
Texas,"Austin, Texas",2013-01-01,38929.0
Texas,"Austin, Texas",2014-01-01,32951.0
Texas,"Austin, Texas",2015-01-01,33195.0
Texas,"Austin, Texas",2016-01-01,31088.0
Texas,"Austin, Texas",2017-01-01,34513.0
Texas,"Austin, Texas",2018-01-01,34009.0
Texas,"Austin, Texas",2019-01-01,29525.0
Texas,"Austin, Texas",2020-01-01,18073.0
Texas,"Austin, Texas",2021-01-01,15443.0
Texas,"Austin, Texas",2022-01-01,26665.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2005-01-01,291606.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2006-01-01,282491.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2007-01-01,587845.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2008-01-01,644640.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2009-01-01,617349.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2010-01-01,654151.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2011-01-01,662453.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2012-01-01,703604.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2013-01-01,710513.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2014-01-01,692268.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2015-01-01,670.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2016-01-01,689042.0
Maryland,"BWI Thurgood Marshall Airport, Maryland",2017-01-01,724865.0
