,State,Station,Year,Ridership
5462,California,"Metrolink Station Orange, California 92866",2013-01-01,919.0
10559,New Jersey,"Metropark, New Jersey",2005-01-01,180400.0
9959,New Jersey,"Metropark, New Jersey",2006-01-01,179687.0
9359,New Jersey,"Metropark, New Jersey",2007-01-01,380912.0
8759,New Jersey,"Metropark, New Jersey",2008-01-01,406287.0
8159,New Jersey,"Metropark, New Jersey",2009-01-01,369477.0
7559,New Jersey,"Metropark, New Jersey",2010-01-01,388371.0
6959,New Jersey,"Metropark, New Jersey",2011-01-01,396902.0
6359,New Jersey,"Metropark, New Jersey",2012-01-01,393713.0
5759,New Jersey,"Metropark, New Jersey",2013-01-01,383353.0
5159,New Jersey,"Metropark, New Jersey",2014-01-01,381178.0
4559,New Jersey,"Metropark, New Jersey",2015-01-01,364805.0
3959,New Jersey,"Metropark, New Jersey",2016-01-01,366994.0
3359,New Jersey,"Metropark, New Jersey",2017-01-01,369088.0
2759,New Jersey,"Metropark, New Jersey",2018-01-01,367726.0
2159,New Jersey,"Metropark, New Jersey",2019-01-01,380914.0
1559,New Jersey,"Metropark, New Jersey",2020-01-01,183954.0
959,New Jersey,"Metropark, New Jersey",2021-01-01,109117.0
359,New Jersey,"Metropark, New Jersey",2022-01-01,225661.0
10350,Florida,"Miami, Florida",2005-01-01,33708.0
9750,Florida,"Miami, Florida",2006-01-01,29580.0
9150,Florida,"Miami, Florida",2007-01-01,67629.0
8550,Florida,"Miami, Florida",2008-01-01,80348.0
7950,Florida,"Miami, Florida",2009-01-01,81582.0
7350,Florida,"Miami, Florida",2010-01-01,90561.0
6750,Florida,"Miami, Florida",2011-01-01,94556.0
6150,Florida,"Miami, Florida",2012-01-01,91019.0
5550,Florida,"Miami, Florida",2013-01-01,84293.0
4950,Florida,"Miami, Florida",2014-01-01,78695.0
4350,Florida,"Miami, Florida",2015-01-01,70560.0
3750,Florida,"Miami, Florida",2016-01-01,65975.0
3150,Florida,"Miami, Florida",2017-01-01,66110.0
2550,Florida,"Miami, Florida",2018-01-01,64729.0
1950,Florida,"Miami, Florida",2019-01-01,62497.0
1350,Florida,"Miami, Florida",2020-01-01,39123.0
750,Florida,"Miami, Florida",2021-01-01,37411.0
150,Florida,"Miami, Florida",2022-01-01,50992.0
10411,Indiana,"Michigan City, Indiana",2005-01-01,1217.0
9811,Indiana,"Michigan City, Indiana",2006-01-01,844.0
9211,Indiana,"Michigan City, Indiana",2007-01-01,1941.0
8611,Indiana,"Michigan City, Indiana",2008-01-01,2176.0
8011,Indiana,"Michigan City, Indiana",2009-01-01,2288.0
7411,Indiana,"Michigan City, Indiana",2010-01-01,3395.0
6811,Indiana,"Michigan City, Indiana",2011-01-01,3702.0
6211,Indiana,"Michigan City, Indiana",2012-01-01,3293.0
5611,Indiana,"Michigan City, Indiana",2013-01-01,3883.0
5011,Indiana,"Michigan City, Indiana",2014-01-01,3994.0
4411,Indiana,"Michigan City, Indiana",2015-01-01,3783.0
3811,Indiana,"Michigan City, Indiana",2016-01-01,3573.0
3211,Indiana,"Michigan City, Indiana",2017-01-01,3699.0
2611,Indiana,"Michigan City, Indiana",2018-01-01,2720.0
2011,Indiana,"Michigan City, Indiana",2019-01-01,2662.0
1411,Indiana,"Michigan City, Indiana",2020-01-01,1136.0
811,Indiana,"Michigan City, Indiana",2021-01-01,338.0
211,Indiana,"Michigan City, Indiana",2022-01-01,817.0
530,Vermont,"Middlebury (Amtrak Station), VT",2022-01-01,1656.0
10670,Pennsylvania,"Middletown, Pennsylvania",2005-01-01,13372.0
10070,Pennsylvania,"Middletown, Pennsylvania",2006-01-01,16415.0
9470,Pennsylvania,"Middletown, Pennsylvania",2007-01-01,39319.0
8870,Pennsylvania,"Middletown, Pennsylvania",2008-01-01,51149.0
8270,Pennsylvania,"Middletown, Pennsylvania",2009-01-01,58453.0
7670,Pennsylvania,"Middletown, Pennsylvania",2010-01-01,64354.0
7070,Pennsylvania,"Middletown, Pennsylvania",2011-01-01,66302.0
6470,Pennsylvania,"Middletown, Pennsylvania",2012-01-01,73538.0
5870,Pennsylvania,"Middletown, Pennsylvania",2013-01-01,81030.0
5270,Pennsylvania,"Middletown, Pennsylvania",2014-01-01,67475.0
4670,Pennsylvania,"Middletown, Pennsylvania",2015-01-01,68484.0
4070,Pennsylvania,"Middletown, Pennsylvania",2016-01-01,68005.0
3470,Pennsylvania,"Middletown, Pennsylvania",2017-01-01,68132.0
2870,Pennsylvania,"Middletown, Pennsylvania",2018-01-01,68022.0
2270,Pennsylvania,"Middletown, Pennsylvania",2019-01-01,67722.0
1670,Pennsylvania,"Middletown, Pennsylvania",2020-01-01,33404.0
1070,Pennsylvania,"Middletown, Pennsylvania",2021-01-01,16961.0
470,Pennsylvania,"Middletown, Pennsylvania",2022-01-01,38263.0
10794,Wisconsin,"Milwaukee Airport, Wisconsin",2005-01-01,16062.0
10194,Wisconsin,"Milwaukee Airport, Wisconsin",2006-01-01,40161.0
9594,Wisconsin,"Milwaukee Airport, Wisconsin",2007-01-01,98008.0
8994,Wisconsin,"Milwaukee Airport, Wisconsin",2008-01-01,149824.0
8394,Wisconsin,"Milwaukee Airport, Wisconsin",2009-01-01,147299.0
7794,Wisconsin,"Milwaukee Airport, Wisconsin",2010-01-01,155726.0
7194,Wisconsin,"Milwaukee Airport, Wisconsin",2011-01-01,162825.0
6594,Wisconsin,"Milwaukee Airport, Wisconsin",2012-01-01,163772.0
5994,Wisconsin,"Milwaukee Airport, Wisconsin",2013-01-01,160254.0
5394,Wisconsin,"Milwaukee Airport, Wisconsin",2014-01-01,159869.0
4794,Wisconsin,"Milwaukee Airport, Wisconsin",2015-01-01,157042.0
4194,Wisconsin,"Milwaukee Airport, Wisconsin",2016-01-01,159632.0
3594,Wisconsin,"Milwaukee Airport, Wisconsin",2017-01-01,164054.0
2994,Wisconsin,"Milwaukee Airport, Wisconsin",2018-01-01,180314.0
2394,Wisconsin,"Milwaukee Airport, Wisconsin",2019-01-01,178962.0
1794,Wisconsin,"Milwaukee Airport, Wisconsin",2020-01-01,74162.0
1194,Wisconsin,"Milwaukee Airport, Wisconsin",2021-01-01,37580.0
594,Wisconsin,"Milwaukee Airport, Wisconsin",2022-01-01,84621.0
10795,Wisconsin,"Milwaukee, Wisconsin",2005-01-01,238850.0
10195,Wisconsin,"Milwaukee, Wisconsin",2006-01-01,241523.0
9595,Wisconsin,"Milwaukee, Wisconsin",2007-01-01,471752.0
8995,Wisconsin,"Milwaukee, Wisconsin",2008-01-01,565009.0
8395,Wisconsin,"Milwaukee, Wisconsin",2009-01-01,553475.0
7795,Wisconsin,"Milwaukee, Wisconsin",2010-01-01,588617.0
7195,Wisconsin,"Milwaukee, Wisconsin",2011-01-01,617800.0
6595,Wisconsin,"Milwaukee, Wisconsin",2012-01-01,632078.0
5995,Wisconsin,"Milwaukee, Wisconsin",2013-01-01,617153.0
5395,Wisconsin,"Milwaukee, Wisconsin",2014-01-01,596415.0
4795,Wisconsin,"Milwaukee, Wisconsin",2015-01-01,594076.0
4195,Wisconsin,"Milwaukee, Wisconsin",2016-01-01,597134.0
3595,Wisconsin,"Milwaukee, Wisconsin",2017-01-01,605351.0
2995,Wisconsin,"Milwaukee, Wisconsin",2018-01-01,604631.0
2395,Wisconsin,"Milwaukee, Wisconsin",2019-01-01,639713.0
1795,Wisconsin,"Milwaukee, Wisconsin",2020-01-01,311350.0
1195,Wisconsin,"Milwaukee, Wisconsin",2021-01-01,198389.0
595,Wisconsin,"Milwaukee, Wisconsin",2022-01-01,379535.0
10712,Texas,"Mineola, Texas",2005-01-01,1809.0
10112,Texas,"Mineola, Texas",2006-01-01,1699.0
9512,Texas,"Mineola, Texas",2007-01-01,3888.0
8912,Texas,"Mineola, Texas",2008-01-01,4376.0
8312,Texas,"Mineola, Texas",2009-01-01,4952.0
7712,Texas,"Mineola, Texas",2010-01-01,6568.0
7112,Texas,"Mineola, Texas",2011-01-01,7165.0
6512,Texas,"Mineola, Texas",2012-01-01,6956.0
5912,Texas,"Mineola, Texas",2013-01-01,7213.0
5312,Texas,"Mineola, Texas",2014-01-01,6776.0
4712,Texas,"Mineola, Texas",2015-01-01,6423.0
4112,Texas,"Mineola, Texas",2016-01-01,6110.0
3512,Texas,"Mineola, Texas",2017-01-01,7156.0
2912,Texas,"Mineola, Texas",2018-01-01,6423.0
2312,Texas,"Mineola, Texas",2019-01-01,7438.0
1712,Texas,"Mineola, Texas",2020-01-01,3646.0
1112,Texas,"Mineola, Texas",2021-01-01,2761.0
512,Texas,"Mineola, Texas",2022-01-01,4859.0
10624,North Dakota,"Minot, North Dakota",2005-01-01,16816.0
10024,North Dakota,"Minot, North Dakota",2006-01-01,18169.0
9424,North Dakota,"Minot, North Dakota",2007-01-01,38254.0
8824,North Dakota,"Minot, North Dakota",2008-01-01,42801.0
8224,North Dakota,"Minot, North Dakota",2009-01-01,39136.0
7624,North Dakota,"Minot, North Dakota",2010-01-01,40360.0
7024,North Dakota,"Minot, North Dakota",2011-01-01,29179.0
6424,North Dakota,"Minot, North Dakota",2012-01-01,37169.0
5824,North Dakota,"Minot, North Dakota",2013-01-01,41615.0
5224,North Dakota,"Minot, North Dakota",2014-01-01,35521.0
4624,North Dakota,"Minot, North Dakota",2015-01-01,32108.0
4024,North Dakota,"Minot, North Dakota",2016-01-01,29829.0
3424,North Dakota,"Minot, North Dakota",2017-01-01,30405.0
2824,North Dakota,"Minot, North Dakota",2018-01-01,29854.0
2224,North Dakota,"Minot, North Dakota",2019-01-01,27281.0
1624,North Dakota,"Minot, North Dakota",2020-01-01,16469.0
1024,North Dakota,"Minot, North Dakota",2021-01-01,11591.0
424,North Dakota,"Minot, North Dakota",2022-01-01,16529.0
10203,Alabama,"Mobile, Alabama",2005-01-01,570.0
10263,California,"Modesto, California",2005-01-01,35883.0
9663,California,"Modesto, California",2006-01-01,38394.0
9063,California,"Modesto, California",2007-01-01,78634.0
8463,California,"Modesto, California",2008-01-01,93426.0
7863,California,"Modesto, California",2009-01-01,91565.0
7263,California,"Modesto, California",2010-01-01,96662.0
6663,California,"Modesto, California",2011-01-01,104647.0
6063,California,"Modesto, California",2012-01-01,118226.0
5463,California,"Modesto, California",2013-01-01,127886.0
4863,California,"Modesto, California",2014-01-01,122998.0
4263,California,"Modesto, California",2015-01-01,121389.0
3663,California,"Modesto, California",2016-01-01,117422.0
3063,California,"Modesto, California",2017-01-01,115672.0
2463,California,"Modesto, California",2018-01-01,112292.0
1863,California,"Modesto, California",2019-01-01,116342.0
1263,California,"Modesto, California",2020-01-01,70147.0
663,California,"Modesto, California",2021-01-01,51281.0
63,California,"Modesto, California",2022-01-01,76286.0
10787,West Virginia,"Montgomery, West Virginia",2005-01-01,413.0
10187,West Virginia,"Montgomery, West Virginia",2006-01-01,352.0
9587,West Virginia,"Montgomery, West Virginia",2007-01-01,733.0
8987,West Virginia,"Montgomery, West Virginia",2008-01-01,886.0
8387,West Virginia,"Montgomery, West Virginia",2009-01-01,474.0
7787,West Virginia,"Montgomery, West Virginia",2010-01-01,936.0
7187,West Virginia,"Montgomery, West Virginia",2011-01-01,473.0
6587,West Virginia,"Montgomery, West Virginia",2012-01-01,580.0
5987,West Virginia,"Montgomery, West Virginia",2013-01-01,614.0
5387,West Virginia,"Montgomery, West Virginia",2014-01-01,641.0
4787,West Virginia,"Montgomery, West Virginia",2015-01-01,639.0
4187,West Virginia,"Montgomery, West Virginia",2016-01-01,669.0
3587,West Virginia,"Montgomery, West Virginia",2017-01-01,500.0
2987,West Virginia,"Montgomery, West Virginia",2018-01-01,347.0
2387,West Virginia,"Montgomery, West Virginia",2019-01-01,275.0
1787,West Virginia,"Montgomery, West Virginia",2020-01-01,228.0
1187,West Virginia,"Montgomery, West Virginia",2021-01-01,361.0
587,West Virginia,"Montgomery, West Virginia",2022-01-01,340.0
10731,Vermont,"Montpelier, Vermont",2005-01-01,1938.0
10131,Vermont,"Montpelier, Vermont",2006-01-01,1909.0
9531,Vermont,"Montpelier, Vermont",2007-01-01,4866.0
8931,Vermont,"Montpelier, Vermont",2008-01-01,5830.0
8331,Vermont,"Montpelier, Vermont",2009-01-01,5788.0
7731,Vermont,"Montpelier, Vermont",2010-01-01,7497.0
7131,Vermont,"Montpelier, Vermont",2011-01-01,7031.0
6531,Vermont,"Montpelier, Vermont",2012-01-01,7372.0
5931,Vermont,"Montpelier, Vermont",2013-01-01,8081.0
5331,Vermont,"Montpelier, Vermont",2014-01-01,8600.0
4731,Vermont,"Montpelier, Vermont",2015-01-01,8818.0
4131,Vermont,"Montpelier, Vermont",2016-01-01,7789.0
3531,Vermont,"Montpelier, Vermont",2017-01-01,8186.0
2931,Vermont,"Montpelier, Vermont",2018-01-01,7978.0
2331,Vermont,"Montpelier, Vermont",2019-01-01,7909.0
1731,Vermont,"Montpelier, Vermont",2020-01-01,3791.0
1131,Vermont,"Montpelier, Vermont",2021-01-01,1609.0
531,Vermont,"Montpelier, Vermont",2022-01-01,6292.0
10264,California,"Moorpark, California",2005-01-01,4595.0
9664,California,"Moorpark, California",2006-01-01,5942.0
9064,California,"Moorpark, California",2007-01-01,11287.0
8464,California,"Moorpark, California",2008-01-01,12779.0
7864,California,"Moorpark, California",2009-01-01,13772.0
7264,California,"Moorpark, California",2010-01-01,12293.0
6664,California,"Moorpark, California",2011-01-01,13191.0
6064,California,"Moorpark, California",2012-01-01,14431.0
5464,California,"Moorpark, California",2013-01-01,15212.0
4864,California,"Moorpark, California",2014-01-01,18616.0
4264,California,"Moorpark, California",2015-01-01,20696.0
3664,California,"Moorpark, California",2016-01-01,21726.0
3064,California,"Moorpark, California",2017-01-01,21881.0
2464,California,"Moorpark, California",2018-01-01,18298.0
1864,California,"Moorpark, California",2019-01-01,17539.0
1264,California,"Moorpark, California",2020-01-01,7686.0
664,California,"Moorpark, California",2021-01-01,1050.0
64,California,"Moorpark, California",2022-01-01,16960.0
9665,California,"Moreno Valley, California",2006-01-01,3412.0
9065,California,"Moreno Valley, California",2007-01-01,8121.0
8465,California,"Moreno Valley, California",2008-01-01,9399.0
7865,California,"Moreno Valley, California",2009-01-01,9769.0
7265,California,"Moreno Valley, California",2010-01-01,10806.0
6665,California,"Moreno Valley, California",2011-01-01,11679.0
6065,California,"Moreno Valley, California",2012-01-01,12197.0
5465,California,"Moreno Valley, California",2013-01-01,12431.0
4865,California,"Moreno Valley, California",2014-01-01,12105.0
4266,California,"Moreno Valley, California",2015-01-01,12837.0
3666,California,"Moreno Valley, California",2016-01-01,12287.0
3066,California,"Moreno Valley, California",2017-01-01,12029.0
10671,Pennsylvania,"Mount Joy, Pennsylvania",2005-01-01,13294.0
10071,Pennsylvania,"Mount Joy, Pennsylvania",2006-01-01,18896.0
9471,Pennsylvania,"Mount Joy, Pennsylvania",2007-01-01,46109.0
8871,Pennsylvania,"Mount Joy, Pennsylvania",2008-01-01,53828.0
8271,Pennsylvania,"Mount Joy, Pennsylvania",2009-01-01,56796.0
7671,Pennsylvania,"Mount Joy, Pennsylvania",2010-01-01,59650.0
7071,Pennsylvania,"Mount Joy, Pennsylvania",2011-01-01,62582.0
6471,Pennsylvania,"Mount Joy, Pennsylvania",2012-01-01,69025.0
5871,Pennsylvania,"Mount Joy, Pennsylvania",2013-01-01,69848.0
5271,Pennsylvania,"Mount Joy, Pennsylvania",2014-01-01,46391.0
4671,Pennsylvania,"Mount Joy, Pennsylvania",2015-01-01,50664.0
4071,Pennsylvania,"Mount Joy, Pennsylvania",2016-01-01,50751.0
3471,Pennsylvania,"Mount Joy, Pennsylvania",2017-01-01,46101.0
2871,Pennsylvania,"Mount Joy, Pennsylvania",2018-01-01,45813.0
2271,Pennsylvania,"Mount Joy, Pennsylvania",2019-01-01,47960.0
1671,Pennsylvania,"Mount Joy, Pennsylvania",2020-01-01,26004.0
1071,Pennsylvania,"Mount Joy, Pennsylvania",2021-01-01,9148.0
471,Pennsylvania,"Mount Joy, Pennsylvania",2022-01-01,18187.0
10419,Iowa,"Mount Pleasant, Iowa",2005-01-01,6423.0
2019,Iowa,"Mount Pleasant, Iowa",2019-01-01,10492.0
1419,Iowa,"Mount Pleasant, Iowa",2020-01-01,5929.0
819,Iowa,"Mount Pleasant, Iowa",2021-01-01,4507.0
219,Iowa,"Mount Pleasant, Iowa",2022-01-01,6730.0
10769,Washington,"Mount Vernon, Washington",2005-01-01,9147.0
10169,Washington,"Mount Vernon, Washington",2006-01-01,10231.0
9569,Washington,"Mount Vernon, Washington",2007-01-01,20088.0
8969,Washington,"Mount Vernon, Washington",2008-01-01,21993.0
8369,Washington,"Mount Vernon, Washington",2009-01-01,22079.0
7769,Washington,"Mount Vernon, Washington",2010-01-01,18849.0
7169,Washington,"Mount Vernon, Washington",2011-01-01,18747.0
6569,Washington,"Mount Vernon, Washington",2012-01-01,18561.0
5969,Washington,"Mount Vernon, Washington",2013-01-01,16719.0
5369,Washington,"Mount Vernon, Washington",2014-01-01,18225.0
4769,Washington,"Mount Vernon, Washington",2015-01-01,18193.0
4169,Washington,"Mount Vernon, Washington",2016-01-01,18319.0
3569,Washington,"Mount Vernon, Washington",2017-01-01,17776.0
2969,Washington,"Mount Vernon, Washington",2018-01-01,16815.0
2369,Washington,"Mount Vernon, Washington",2019-01-01,16367.0
1769,Washington,"Mount Vernon, Washington",2020-01-01,6418.0
569,Washington,"Mount Vernon, Washington",2022-01-01,22.0
9820,Iowa,"Mt. Pleasant, Iowa",2006-01-01,6072.0
9220,Iowa,"Mt. Pleasant, Iowa",2007-01-01,13239.0
8620,Iowa,"Mt. Pleasant, Iowa",2008-01-01,14422.0
8020,Iowa,"Mt. Pleasant, Iowa",2009-01-01,15176.0
7420,Iowa,"Mt. Pleasant, Iowa",2010-01-01,16063.0
6820,Iowa,"Mt. Pleasant, Iowa",2011-01-01,13034.0
6220,Iowa,"Mt. Pleasant, Iowa",2012-01-01,13634.0
5620,Iowa,"Mt. Pleasant, Iowa",2013-01-01,12613.0
5020,Iowa,"Mt. Pleasant, Iowa",2014-01-01,12030.0
4420,Iowa,"Mt. Pleasant, Iowa",2015-01-01,11644.0
3820,Iowa,"Mt. Pleasant, Iowa",2016-01-01,13504.0
3220,Iowa,"Mt. Pleasant, Iowa",2017-01-01,13736.0
2620,Iowa,"Mt. Pleasant, Iowa",2018-01-01,12584.0
10323,Connecticut,"Mystic, Connecticut",2005-01-01,7380.0
9723,Connecticut,"Mystic, Connecticut",2006-01-01,7154.0
9123,Connecticut,"Mystic, Connecticut",2007-01-01,17423.0
8523,Connecticut,"Mystic, Connecticut",2008-01-01,19272.0
7923,Connecticut,"Mystic, Connecticut",2009-01-01,19776.0
7323,Connecticut,"Mystic, Connecticut",2010-01-01,20787.0
6723,Connecticut,"Mystic, Connecticut",2011-01-01,23091.0
6123,Connecticut,"Mystic, Connecticut",2012-01-01,25983.0
5523,Connecticut,"Mystic, Connecticut",2013-01-01,23490.0
4923,Connecticut,"Mystic, Connecticut",2014-01-01,23083.0
4323,Connecticut,"Mystic, Connecticut",2015-01-01,23814.0
3723,Connecticut,"Mystic, Connecticut",2016-01-01,25704.0
3123,Connecticut,"Mystic, Connecticut",2017-01-01,25687.0
2523,Connecticut,"Mystic, Connecticut",2018-01-01,28017.0
1923,Connecticut,"Mystic, Connecticut",2019-01-01,28662.0
1323,Connecticut,"Mystic, Connecticut",2020-01-01,14623.0
723,Connecticut,"Mystic, Connecticut",2021-01-01,14284.0
123,Connecticut,"Mystic, Connecticut",2022-01-01,24160.0
667,California,"Napa, California",2021-01-01,6.0
10394,Illinois,"Naperville, Illinois",2005-01-01,17641.0
9794,Illinois,"Naperville, Illinois",2006-01-01,17669.0
9194,Illinois,"Naperville, Illinois",2007-01-01,42986.0
8594,Illinois,"Naperville, Illinois",2008-01-01,49389.0
7994,Illinois,"Naperville, Illinois",2009-01-01,47532.0
7394,Illinois,"Naperville, Illinois",2010-01-01,50733.0
6794,Illinois,"Naperville, Illinois",2011-01-01,53918.0
6194,Illinois,"Naperville, Illinois",2012-01-01,54213.0
5594,Illinois,"Naperville, Illinois",2013-01-01,53135.0
4994,Illinois,"Naperville, Illinois",2014-01-01,49915.0
4394,Illinois,"Naperville, Illinois",2015-01-01,46806.0
3794,Illinois,"Naperville, Illinois",2016-01-01,46856.0
3194,Illinois,"Naperville, Illinois",2017-01-01,45882.0
2594,Illinois,"Naperville, Illinois",2018-01-01,42104.0
1994,Illinois,"Naperville, Illinois",2019-01-01,40902.0
1394,Illinois,"Naperville, Illinois",2020-01-01,22563.0
794,Illinois,"Naperville, Illinois",2021-01-01,16598.0
194,Illinois,"Naperville, Illinois",2022-01-01,26991.0
10412,Indiana,"Nappanee, Indiana",2005-01-01,616.0
10268,California,"Needles, California",2005-01-01,4581.0
9668,California,"Needles, California",2006-01-01,3052.0
9068,California,"Needles, California",2007-01-01,7138.0
8468,California,"Needles, California",2008-01-01,8093.0
7868,California,"Needles, California",2009-01-01,8225.0
7268,California,"Needles, California",2010-01-01,9481.0
6668,California,"Needles, California",2011-01-01,8840.0
6068,California,"Needles, California",2012-01-01,9118.0
5468,California,"Needles, California",2013-01-01,8640.0
4868,California,"Needles, California",2014-01-01,8386.0
4268,California,"Needles, California",2015-01-01,8656.0
3668,California,"Needles, California",2016-01-01,8017.0
3068,California,"Needles, California",2017-01-01,9176.0
2468,California,"Needles, California",2018-01-01,9124.0
1868,California,"Needles, California",2019-01-01,8641.0
1268,California,"Needles, California",2020-01-01,5682.0
668,California,"Needles, California",2021-01-01,3633.0
68,California,"Needles, California",2022-01-01,4667.0
10560,New Jersey,"New Brunswick, New Jersey",2005-01-01,70325.0
9960,New Jersey,"New Brunswick, New Jersey",2006-01-01,3550.0
9360,New Jersey,"New Brunswick, New Jersey",2007-01-01,6820.0
8760,New Jersey,"New Brunswick, New Jersey",2008-01-01,7538.0
